,timestamp,tag,description,condition
1404576,2022-01-17 06:09:25,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,HIGH
1404888,2022-01-17 06:14:37,LI104,V-104 DISTILLATE VESSEL LEVEL,LL
1404903,2022-01-17 06:14:52,FI101,T-101 DISTILLATION COLUMN IN FLOW,LOW RECOVERED
1405598,2022-01-17 06:26:27,TI108,V-104 DISTILLATE VESSEL TEMPERATURE,HIGH HIGH RECOVERED
1405616,2022-01-17 06:26:45,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE,LOW LOW RECOVERED
1406091,2022-01-17 06:34:40,TIC102,T-101 DISTILLATION COLUMN TEMPERATURE CONTROLLER,HIGH RECOVERED
1406200,2022-01-17 06:36:29,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,HIGH RECOVERED
1407106,2022-01-17 06:51:35,LI104,V-104 DISTILLATE VESSEL LEVEL,LL RECOVERED
1407201,2022-01-17 06:53:10,TI107,E-106 REBOILER OUTLET TEMPERATURE,LOW
1407907,2022-01-17 07:04:56,PI111,P-102B PRODUCT PUMP DISCHARGE PRESSURE,FAULT RECOVERED
1408534,2022-01-17 07:15:23,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE CONTROLLER,LOW LOW
1409140,2022-01-17 07:25:29,PI110,P-102A PRODUCT PUMP DISCHARGE PRESSURE,HIGH HIGH
1409558,2022-01-17 07:32:27,TI107,E-106 REBOILER OUTLET TEMPERATURE,LOW RECOVERED
1409848,2022-01-17 07:37:17,TI106,E-106 REBOILER INLET TEMPERATURE,HIGH RECOVERED
1411019,2022-01-17 07:56:48,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE CONTROLLER,LOW LOW RECOVERED
1411032,2022-01-17 07:57:01,FIC101,T-101 DISTILLATION COLUMN IN FLOW CONTROLLER,LOW
1411775,2022-01-17 08:09:24,LI101,T-101 DISTILLATION COLUMN LEVEL,HIGH
1412680,2022-01-17 08:24:29,TI111,E-104 CONDENSER COOLING WATER OUTLET TEMPERATURE,LOW
1412681,2022-01-17 08:24:30,FIC101,T-101 DISTILLATION COLUMN IN FLOW CONTROLLER,LOW RECOVERED
1412705,2022-01-17 08:24:54,TI106,E-106 REBOILER INLET TEMPERATURE,LOW
1413373,2022-01-17 08:36:02,TIC102,T-101 DISTILLATION COLUMN TEMPERATURE CONTROLLER,HIGH
1414306,2022-01-17 08:51:35,PI110,P-102A PRODUCT PUMP DISCHARGE PRESSURE,HIGH HIGH RECOVERED
1414331,2022-01-17 08:52:00,HS102B,P-102B VIBRATION HI,FAULT
1414418,2022-01-17 08:53:27,TI110,E-104 CONDENSER COOLING WATER INLET TEMPERATURE,HIGH
1414430,2022-01-17 08:53:39,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,LOW LOW
1414480,2022-01-17 08:54:29,TI111,E-104 CONDENSER COOLING WATER OUTLET TEMPERATURE,LOW RECOVERED
1415551,2022-01-17 09:12:20,LI101,T-101 DISTILLATION COLUMN LEVEL,HIGH RECOVERED
1415815,2022-01-17 09:16:44,TI110,E-104 CONDENSER COOLING WATER INLET TEMPERATURE,HIGH RECOVERED
1416040,2022-01-17 09:20:29,TIC102,T-101 DISTILLATION COLUMN TEMPERATURE CONTROLLER,HIGH RECOVERED
1416185,2022-01-17 09:22:54,HS102B,P-102B VIBRATION HI,FAULT RECOVERED
1416836,2022-01-17 09:33:45,TI106,E-106 REBOILER INLET TEMPERATURE,LOW RECOVERED
1416935,2022-01-17 09:35:24,FI105,BENZENE PRODUCT FLOW,HIGH HIGH
1417077,2022-01-17 09:37:46,FI101,T-101 DISTILLATION COLUMN IN FLOW,LOW LOW
1417292,2022-01-17 09:41:21,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,LOW LOW RECOVERED
1417584,2022-01-17 09:46:13,PI110,P-102A PRODUCT PUMP DISCHARGE PRESSURE,HIGH
1418044,2022-01-17 09:53:53,PI104,V-104 DISTILLATE VESSEL PRESSURE,LOW LOW
1418424,2022-01-17 10:00:13,TI111,E-104 CONDENSER COOLING WATER OUTLET TEMPERATURE,LOW
1418806,2022-01-17 10:06:35,PI104,V-104 DISTILLATE VESSEL PRESSURE,LOW LOW RECOVERED
1419436,2022-01-17 10:17:05,LI104,V-104 DISTILLATE VESSEL LEVEL,HIGH
1419454,2022-01-17 10:17:23,TI111,E-104 CONDENSER COOLING WATER OUTLET TEMPERATURE,LOW RECOVERED
1419654,2022-01-17 10:20:43,PI106,E-106 REBOILER INLET PRESSURE,HIGH
1420894,2022-01-17 10:41:23,FI101,T-101 DISTILLATION COLUMN IN FLOW,LOW LOW RECOVERED
1421660,2022-01-17 10:54:09,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE,FAULT
1422002,2022-01-17 10:59:51,PI110,P-102A PRODUCT PUMP DISCHARGE PRESSURE,HIGH RECOVERED
1423912,2022-01-17 11:31:41,FI105,BENZENE PRODUCT FLOW,HIGH HIGH RECOVERED
1424307,2022-01-17 11:38:16,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,FAULT
1424632,2022-01-17 11:43:41,LI101,T-101 DISTILLATION COLUMN LEVEL,LOW LOW
1424765,2022-01-17 11:45:54,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE,FAULT RECOVERED
1425215,2022-01-17 11:53:24,PI106,E-106 REBOILER INLET PRESSURE,HIGH RECOVERED
1425595,2022-01-17 11:59:44,TI109,E-104 CONDENSER INLET TEMPERATURE,FAULT
1425656,2022-01-17 12:00:45,FI104,E-104 CONDENSER COOLING WATER INLET FLOW,HIGH
1426150,2022-01-17 12:08:59,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,FAULT RECOVERED
1426415,2022-01-17 12:13:24,PI106,E-106 REBOILER INLET PRESSURE,LOW LOW
1426497,2022-01-17 12:14:46,TI109,E-104 CONDENSER INLET TEMPERATURE,FAULT RECOVERED
1427721,2022-01-17 12:35:10,LI104,V-104 DISTILLATE VESSEL LEVEL,HIGH RECOVERED
1428323,2022-01-17 12:45:12,FI104,E-104 CONDENSER COOLING WATER INLET FLOW,HIGH HIGH
1428586,2022-01-17 12:49:35,FI104,E-104 CONDENSER COOLING WATER INLET FLOW,HIGH HIGH RECOVERED
1428849,2022-01-17 12:53:58,FI104,E-104 CONDENSER COOLING WATER INLET FLOW,HIGH HIGH
1429039,2022-01-17 12:57:08,FI104,E-104 CONDENSER COOLING WATER INLET FLOW,LOW LOW
1429112,2022-01-17 12:58:21,FI104,E-104 CONDENSER COOLING WATER INLET FLOW,HIGH HIGH RECOVERED
1429375,2022-01-17 13:02:44,FI104,E-104 CONDENSER COOLING WATER INLET FLOW,HIGH HIGH
1429638,2022-01-17 13:07:07,FI104,E-104 CONDENSER COOLING WATER INLET FLOW,HIGH HIGH RECOVERED
1429852,2022-01-17 13:10:41,TIC102,T-101 DISTILLATION COLUMN TEMPERATURE CONTROLLER,LOW LOW
1429901,2022-01-17 13:11:30,FI104,E-104 CONDENSER COOLING WATER INLET FLOW,HIGH HIGH
1430164,2022-01-17 13:15:53,FI104,E-104 CONDENSER COOLING WATER INLET FLOW,HIGH HIGH RECOVERED
1430178,2022-01-17 13:16:07,PI111,P-102B PRODUCT PUMP DISCHARGE PRESSURE,LOW LOW
1430394,2022-01-17 13:19:43,LI101,T-101 DISTILLATION COLUMN LEVEL,LOW LOW RECOVERED
1430427,2022-01-17 13:20:16,FI104,E-104 CONDENSER COOLING WATER INLET FLOW,HIGH HIGH
1430572,2022-01-17 13:22:41,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE CONTROLLER,LOW
1430630,2022-01-17 13:23:39,PI106,E-106 REBOILER INLET PRESSURE,LOW LOW RECOVERED
1430690,2022-01-17 13:24:39,FI104,E-104 CONDENSER COOLING WATER INLET FLOW,HIGH HIGH RECOVERED
1430875,2022-01-17 13:27:44,FI104,E-104 CONDENSER COOLING WATER INLET FLOW,HIGH RECOVERED
1430953,2022-01-17 13:29:02,FI104,E-104 CONDENSER COOLING WATER INLET FLOW,HIGH HIGH
1431006,2022-01-17 13:29:55,TIC102,T-101 DISTILLATION COLUMN TEMPERATURE CONTROLLER,LOW LOW RECOVERED
1431216,2022-01-17 13:33:25,FI104,E-104 CONDENSER COOLING WATER INLET FLOW,HIGH HIGH RECOVERED
1431500,2022-01-17 13:38:09,LIC104,V-104 DISTILLATE VESSEL LEVEL CONTROLLER,HIGH HIGH
1431745,2022-01-17 13:42:14,FI104,E-104 CONDENSER COOLING WATER INLET FLOW,LOW LOW RECOVERED
1432441,2022-01-17 13:53:50,FI101,T-101 DISTILLATION COLUMN IN FLOW,HIGH
1432922,2022-01-17 14:01:51,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE CONTROLLER,LOW
1432935,2022-01-17 14:02:04,PI111,P-102B PRODUCT PUMP DISCHARGE PRESSURE,LOW LOW RECOVERED
1433726,2022-01-17 14:15:15,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE CONTROLLER,LOW RECOVERED
1434994,2022-01-17 14:36:23,FIC101,T-101 DISTILLATION COLUMN IN FLOW CONTROLLER,HIGH HIGH
1436153,2022-01-17 14:55:42,LIC101,T-101 DISTILLATION COLUMN LEVEL CONTROLLER,HIGH
1436273,2022-01-17 14:57:42,LIC104,V-104 DISTILLATE VESSEL LEVEL CONTROLLER,HIGH HIGH RECOVERED
1436314,2022-01-17 14:58:23,TI107,E-106 REBOILER OUTLET TEMPERATURE,LOW LOW
1436689,2022-01-17 15:04:38,FI101,T-101 DISTILLATION COLUMN IN FLOW,HIGH RECOVERED
1436866,2022-01-17 15:07:35,TIC102,T-101 DISTILLATION COLUMN TEMPERATURE CONTROLLER,LOW
1437332,2022-01-17 15:15:21,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE CONTROLLER,LOW RECOVERED
1437351,2022-01-17 15:15:40,PI101,T-101 DISTILLATION COLUMN PRESSURE,HIGH
1438584,2022-01-17 15:36:13,FIC101,T-101 DISTILLATION COLUMN IN FLOW CONTROLLER,HIGH HIGH RECOVERED
1439664,2022-01-17 15:54:13,LIC101,T-101 DISTILLATION COLUMN LEVEL CONTROLLER,HIGH HIGH
1440149,2022-01-17 16:02:18,TIC102,T-101 DISTILLATION COLUMN TEMPERATURE CONTROLLER,LOW RECOVERED
1440891,2022-01-17 16:14:40,TI111,E-104 CONDENSER COOLING WATER OUTLET TEMPERATURE,FAULT
1441369,2022-01-17 16:22:38,TI107,E-106 REBOILER OUTLET TEMPERATURE,LOW LOW RECOVERED
1442467,2022-01-17 16:40:56,TI109,E-104 CONDENSER INLET TEMPERATURE,LOW
1442624,2022-01-17 16:43:33,LIC101,T-101 DISTILLATION COLUMN LEVEL CONTROLLER,HIGH RECOVERED
1442817,2022-01-17 16:46:46,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE,HIGH
1443436,2022-01-17 16:57:05,PI101,T-101 DISTILLATION COLUMN PRESSURE,HIGH RECOVERED
1443777,2022-01-17 17:02:46,LIC101,T-101 DISTILLATION COLUMN LEVEL CONTROLLER,HIGH HIGH RECOVERED
1443879,2022-01-17 17:04:28,TI102,T-101 DISTILLATION COLUMN TEMPERATURE 2,FAULT
1444459,2022-01-17 17:14:08,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE,HIGH RECOVERED
1444951,2022-01-17 17:22:20,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE CONTROLLER,HIGH HIGH
1445014,2022-01-17 17:23:23,PI104,V-104 DISTILLATE VESSEL PRESSURE,FAULT
1445654,2022-01-17 17:34:03,FIC101,T-101 DISTILLATION COLUMN IN FLOW CONTROLLER,FAULT
1447032,2022-01-17 17:57:01,TI111,E-104 CONDENSER COOLING WATER OUTLET TEMPERATURE,FAULT RECOVERED
1447439,2022-01-17 18:03:48,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,HIGH
1447816,2022-01-17 18:10:05,PI101,T-101 DISTILLATION COLUMN PRESSURE,FAULT
1448261,2022-01-17 18:17:30,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE CONTROLLER,HIGH HIGH RECOVERED
1448713,2022-01-17 18:25:02,LI101,T-101 DISTILLATION COLUMN LEVEL,LOW
1448764,2022-01-17 18:25:53,FIC101,T-101 DISTILLATION COLUMN IN FLOW CONTROLLER,HIGH
1449117,2022-01-17 18:31:46,PI106,E-106 REBOILER INLET PRESSURE,LOW LOW
1449135,2022-01-17 18:32:04,TI109,E-104 CONDENSER INLET TEMPERATURE,LOW RECOVERED
1449617,2022-01-17 18:40:06,PI104,V-104 DISTILLATE VESSEL PRESSURE,FAULT RECOVERED
1449725,2022-01-17 18:41:54,TI111,E-104 CONDENSER COOLING WATER OUTLET TEMPERATURE,HIGH
1449819,2022-01-17 18:43:28,FIC101,T-101 DISTILLATION COLUMN IN FLOW CONTROLLER,FAULT RECOVERED
1450356,2022-01-17 18:52:25,TI102,T-101 DISTILLATION COLUMN TEMPERATURE 2,FAULT RECOVERED
1450535,2022-01-17 18:55:24,TI102,T-101 DISTILLATION COLUMN TEMPERATURE 2,HIGH HIGH RECOVERED
1450900,2022-01-17 19:01:29,FI106,E-106 REBOILER INLET FLOW,LOW LOW
1451186,2022-01-17 19:06:15,LI101,T-101 DISTILLATION COLUMN LEVEL,LOW RECOVERED
1451198,2022-01-17 19:06:27,FIC101,T-101 DISTILLATION COLUMN IN FLOW CONTROLLER,HIGH RECOVERED
1451348,2022-01-17 19:08:57,FI104,E-104 CONDENSER COOLING WATER INLET FLOW,HIGH
1451381,2022-01-17 19:09:30,TI111,E-104 CONDENSER COOLING WATER OUTLET TEMPERATURE,LOW
1451385,2022-01-17 19:09:34,TI110,E-104 CONDENSER COOLING WATER INLET TEMPERATURE,LOW
1451392,2022-01-17 19:09:41,TI106,E-106 REBOILER INLET TEMPERATURE,FAULT
1451443,2022-01-17 19:10:32,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,HIGH RECOVERED
1451458,2022-01-17 19:10:47,TI108,V-104 DISTILLATE VESSEL TEMPERATURE,LOW
1451493,2022-01-17 19:11:22,PI104,V-104 DISTILLATE VESSEL PRESSURE,LOW
1451513,2022-01-17 19:11:42,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE CONTROLLER,LOW
1451515,2022-01-17 19:11:44,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE,LOW
1451620,2022-01-17 19:13:29,PI104,V-104 DISTILLATE VESSEL PRESSURE,LOW LOW RECOVERED
1451648,2022-01-17 19:13:57,TI106,E-106 REBOILER INLET TEMPERATURE,FAULT RECOVERED
1451709,2022-01-17 19:14:58,TI111,E-104 CONDENSER COOLING WATER OUTLET TEMPERATURE,HIGH RECOVERED
1451750,2022-01-17 19:15:39,FI104,E-104 CONDENSER COOLING WATER INLET FLOW,HIGH RECOVERED
1451784,2022-01-17 19:16:13,TI111,E-104 CONDENSER COOLING WATER OUTLET TEMPERATURE,LOW RECOVERED
1451791,2022-01-17 19:16:20,TI110,E-104 CONDENSER COOLING WATER INLET TEMPERATURE,LOW RECOVERED
1451870,2022-01-17 19:17:39,TI108,V-104 DISTILLATE VESSEL TEMPERATURE,LOW RECOVERED
1451891,2022-01-17 19:18:00,PI104,V-104 DISTILLATE VESSEL PRESSURE,LOW RECOVERED
1451913,2022-01-17 19:18:22,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE CONTROLLER,LOW RECOVERED
1451915,2022-01-17 19:18:24,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE,LOW RECOVERED
1452570,2022-01-17 19:29:19,TI102,T-101 DISTILLATION COLUMN TEMPERATURE 2,HIGH HIGH
1453022,2022-01-17 19:36:51,PI104,V-104 DISTILLATE VESSEL PRESSURE,LOW LOW
1453732,2022-01-17 19:48:41,FIC101,T-101 DISTILLATION COLUMN IN FLOW CONTROLLER,LOW
1453827,2022-01-17 19:50:16,PI101,T-101 DISTILLATION COLUMN PRESSURE,FAULT RECOVERED
1454915,2022-01-17 20:08:24,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,LOW LOW
1456368,2022-01-17 20:32:37,LI104,V-104 DISTILLATE VESSEL LEVEL,HIGH
1456399,2022-01-17 20:33:08,PI106,E-106 REBOILER INLET PRESSURE,LOW LOW RECOVERED
1456902,2022-01-17 20:41:31,FIC101,T-101 DISTILLATION COLUMN IN FLOW CONTROLLER,LOW RECOVERED
1456929,2022-01-17 20:41:58,FI106,E-106 REBOILER INLET FLOW,LOW LOW
1457370,2022-01-17 20:49:19,FI106,E-106 REBOILER INLET FLOW,LOW LOW RECOVERED
1457514,2022-01-17 20:51:43,LI104,V-104 DISTILLATE VESSEL LEVEL,HIGH RECOVERED
1457937,2022-01-17 20:58:46,TI106,E-106 REBOILER INLET TEMPERATURE,FAULT
1458112,2022-01-17 21:01:41,FIC101,T-101 DISTILLATION COLUMN IN FLOW CONTROLLER,HIGH
1458669,2022-01-17 21:10:58,FIC101,T-101 DISTILLATION COLUMN IN FLOW CONTROLLER,FAULT
1459356,2022-01-17 21:22:25,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,LOW LOW RECOVERED
1459831,2022-01-17 21:30:20,PI101,T-101 DISTILLATION COLUMN PRESSURE,HIGH
1460045,2022-01-17 21:33:54,LI104,V-104 DISTILLATE VESSEL LEVEL,FAULT
1460427,2022-01-17 21:40:16,FI106,E-106 REBOILER INLET FLOW,LOW LOW RECOVERED
1460928,2022-01-17 21:48:37,FI106,E-106 REBOILER INLET FLOW,LOW LOW
1460977,2022-01-17 21:49:26,PI101,T-101 DISTILLATION COLUMN PRESSURE,FAULT
1460985,2022-01-17 21:49:34,FIC101,T-101 DISTILLATION COLUMN IN FLOW CONTROLLER,FAULT RECOVERED
1461219,2022-01-17 21:53:28,FI110,TOLUENE PRODUCT FLOW,FAULT
1461435,2022-01-17 21:57:04,PI111,P-102B PRODUCT PUMP DISCHARGE PRESSURE,HIGH
1461873,2022-01-17 22:04:22,FIC101,T-101 DISTILLATION COLUMN IN FLOW CONTROLLER,HIGH RECOVERED
1462116,2022-01-17 22:08:25,TI106,E-106 REBOILER INLET TEMPERATURE,FAULT RECOVERED
1463026,2022-01-17 22:23:35,HS102B,P-102B VIBRATION HI,FAULT
1463238,2022-01-17 22:27:07,LI104,V-104 DISTILLATE VESSEL LEVEL,FAULT RECOVERED
1463524,2022-01-17 22:31:53,PI111,P-102B PRODUCT PUMP DISCHARGE PRESSURE,HIGH RECOVERED
1463981,2022-01-17 22:39:30,PI101,T-101 DISTILLATION COLUMN PRESSURE,HIGH RECOVERED
1464059,2022-01-17 22:40:48,FI105,BENZENE PRODUCT FLOW,HIGH HIGH
1464509,2022-01-17 22:48:18,TI108,V-104 DISTILLATE VESSEL TEMPERATURE,LOW
1465262,2022-01-17 23:00:51,PI101,T-101 DISTILLATION COLUMN PRESSURE,FAULT RECOVERED
1465306,2022-01-17 23:01:35,HS102B,P-102B VIBRATION HI,FAULT RECOVERED
1465710,2022-01-17 23:08:19,FI110,TOLUENE PRODUCT FLOW,FAULT RECOVERED
1466131,2022-01-17 23:15:20,FIC101,T-101 DISTILLATION COLUMN IN FLOW CONTROLLER,LOW LOW
1466670,2022-01-17 23:24:19,TI102,T-101 DISTILLATION COLUMN TEMPERATURE 2,FAULT RECOVERED
1466968,2022-01-17 23:29:17,FI106,E-106 REBOILER INLET FLOW,LOW LOW RECOVERED
1467298,2022-01-17 23:34:47,TIC102,T-101 DISTILLATION COLUMN TEMPERATURE CONTROLLER,HIGH HIGH
1467610,2022-01-17 23:39:59,FIC101,T-101 DISTILLATION COLUMN IN FLOW CONTROLLER,LOW LOW RECOVERED
1467804,2022-01-17 23:43:13,TI108,V-104 DISTILLATE VESSEL TEMPERATURE,LOW RECOVERED
1467840,2022-01-17 23:43:49,TI102,T-101 DISTILLATION COLUMN TEMPERATURE 2,FAULT
1468149,2022-01-17 23:48:58,TI110,E-104 CONDENSER COOLING WATER INLET TEMPERATURE,HIGH
1468377,2022-01-17 23:52:46,PI110,P-102A PRODUCT PUMP DISCHARGE PRESSURE,HIGH
1469389,2022-01-18 00:09:38,FI105,BENZENE PRODUCT FLOW,HIGH HIGH RECOVERED
1469526,2022-01-18 00:11:55,TI109,E-104 CONDENSER INLET TEMPERATURE,HIGH HIGH
1470581,2022-01-18 00:29:30,TI110,E-104 CONDENSER COOLING WATER INLET TEMPERATURE,HIGH RECOVERED
1470683,2022-01-18 00:31:12,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE,HIGH HIGH
1471331,2022-01-18 00:42:00,PI110,P-102A PRODUCT PUMP DISCHARGE PRESSURE,HIGH RECOVERED
1472409,2022-01-18 00:59:58,TI103,T-101 DISTILLATION COLUMN TEMPERATURE 3,FAULT
1472865,2022-01-18 01:07:34,TIC102,T-101 DISTILLATION COLUMN TEMPERATURE CONTROLLER,HIGH HIGH RECOVERED
1473317,2022-01-18 01:15:06,PI110,P-102A PRODUCT PUMP DISCHARGE PRESSURE,HIGH HIGH
1473640,2022-01-18 01:20:29,TI103,T-101 DISTILLATION COLUMN TEMPERATURE 3,FAULT RECOVERED
1473832,2022-01-18 01:23:41,TI103,T-101 DISTILLATION COLUMN TEMPERATURE 3,LOW
1474351,2022-01-18 01:32:20,LIC104,V-104 DISTILLATE VESSEL LEVEL CONTROLLER,HIGH
1474718,2022-01-18 01:38:27,TI109,E-104 CONDENSER INLET TEMPERATURE,HIGH HIGH RECOVERED
1474801,2022-01-18 01:39:50,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE,HIGH HIGH RECOVERED
1474843,2022-01-18 01:40:32,TI111,E-104 CONDENSER COOLING WATER OUTLET TEMPERATURE,LOW LOW
1474869,2022-01-18 01:40:58,LIC104,V-104 DISTILLATE VESSEL LEVEL CONTROLLER,HIGH RECOVERED
1474876,2022-01-18 01:41:05,LI101,T-101 DISTILLATION COLUMN LEVEL,HIGH HIGH
1476484,2022-01-18 02:07:53,TI103,T-101 DISTILLATION COLUMN TEMPERATURE 3,LOW RECOVERED
1476845,2022-01-18 02:13:54,LI101,T-101 DISTILLATION COLUMN LEVEL,HIGH HIGH RECOVERED
1478127,2022-01-18 02:35:16,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,HIGH
1478212,2022-01-18 02:36:41,PI110,P-102A PRODUCT PUMP DISCHARGE PRESSURE,HIGH HIGH RECOVERED
1478498,2022-01-18 02:41:27,PI104,V-104 DISTILLATE VESSEL PRESSURE,LOW
1479030,2022-01-18 02:50:19,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,HIGH
1479362,2022-01-18 02:55:51,FI101,T-101 DISTILLATION COLUMN IN FLOW,HIGH HIGH
1479442,2022-01-18 02:57:11,LIC104,V-104 DISTILLATE VESSEL LEVEL CONTROLLER,FAULT
1479473,2022-01-18 02:57:42,FI104,E-104 CONDENSER COOLING WATER INLET FLOW,FAULT
1480098,2022-01-18 03:08:07,PI104,V-104 DISTILLATE VESSEL PRESSURE,LOW RECOVERED
1480269,2022-01-18 03:10:58,LIC101,T-101 DISTILLATION COLUMN LEVEL CONTROLLER,HIGH
1480686,2022-01-18 03:17:55,TI111,E-104 CONDENSER COOLING WATER OUTLET TEMPERATURE,LOW LOW RECOVERED
1481386,2022-01-18 03:29:35,PI110,P-102A PRODUCT PUMP DISCHARGE PRESSURE,HIGH HIGH
1481609,2022-01-18 03:33:18,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,HIGH RECOVERED
1482524,2022-01-18 03:48:33,LIC104,V-104 DISTILLATE VESSEL LEVEL CONTROLLER,FAULT RECOVERED
1482792,2022-01-18 03:53:01,FI106,E-106 REBOILER INLET FLOW,HIGH HIGH
1482864,2022-01-18 03:54:13,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE,LOW LOW
1483489,2022-01-18 04:04:38,TI107,E-106 REBOILER OUTLET TEMPERATURE,LOW LOW
1483584,2022-01-18 04:06:13,LIC101,T-101 DISTILLATION COLUMN LEVEL CONTROLLER,HIGH RECOVERED
1483678,2022-01-18 04:07:47,TI109,E-104 CONDENSER INLET TEMPERATURE,LOW
1483820,2022-01-18 04:10:09,PI110,P-102A PRODUCT PUMP DISCHARGE PRESSURE,HIGH HIGH RECOVERED
1484237,2022-01-18 04:17:06,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE,LOW LOW RECOVERED
1484359,2022-01-18 04:19:08,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,HIGH RECOVERED
1484542,2022-01-18 04:22:11,TI110,E-104 CONDENSER COOLING WATER INLET TEMPERATURE,LOW
1484584,2022-01-18 04:22:53,FI101,T-101 DISTILLATION COLUMN IN FLOW,HIGH HIGH RECOVERED
1484893,2022-01-18 04:28:02,TI109,E-104 CONDENSER INLET TEMPERATURE,HIGH
1485541,2022-01-18 04:38:50,FI104,E-104 CONDENSER COOLING WATER INLET FLOW,FAULT RECOVERED
1486348,2022-01-18 04:52:17,TI109,E-104 CONDENSER INLET TEMPERATURE,HIGH RECOVERED
1487104,2022-01-18 05:04:53,FI106,E-106 REBOILER INLET FLOW,HIGH HIGH RECOVERED
1487109,2022-01-18 05:04:58,TI109,E-104 CONDENSER INLET TEMPERATURE,LOW RECOVERED
1487413,2022-01-18 05:10:02,PI101,T-101 DISTILLATION COLUMN PRESSURE,FAULT
1487536,2022-01-18 05:12:05,PI106,E-106 REBOILER INLET PRESSURE,HIGH HIGH
1487547,2022-01-18 05:12:16,LIC104,V-104 DISTILLATE VESSEL LEVEL CONTROLLER,LOW
1488731,2022-01-18 05:32:00,TI107,E-106 REBOILER OUTLET TEMPERATURE,LOW LOW RECOVERED
1488915,2022-01-18 05:35:04,LI104,V-104 DISTILLATE VESSEL LEVEL,HIGH HIGH
1488950,2022-01-18 05:35:39,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE CONTROLLER,FAULT
1489018,2022-01-18 05:36:47,FI110,TOLUENE PRODUCT FLOW,FAULT
1489896,2022-01-18 05:51:25,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE CONTROLLER,FAULT RECOVERED
1490440,2022-01-18 06:00:29,LIC104,V-104 DISTILLATE VESSEL LEVEL CONTROLLER,LOW RECOVERED
1490547,2022-01-18 06:02:16,TI110,E-104 CONDENSER COOLING WATER INLET TEMPERATURE,LOW RECOVERED
1490978,2022-01-18 06:09:27,PI106,E-106 REBOILER INLET PRESSURE,HIGH HIGH RECOVERED
1491854,2022-01-18 06:24:03,LI104,V-104 DISTILLATE VESSEL LEVEL,HIGH HIGH RECOVERED
1492109,2022-01-18 06:28:18,FI104,E-104 CONDENSER COOLING WATER INLET FLOW,LOW LOW
1493103,2022-01-18 06:44:52,FI110,TOLUENE PRODUCT FLOW,FAULT RECOVERED
1493110,2022-01-18 06:44:59,PI101,T-101 DISTILLATION COLUMN PRESSURE,FAULT RECOVERED
1493221,2022-01-18 06:46:50,TI102,T-101 DISTILLATION COLUMN TEMPERATURE 2,HIGH
1493406,2022-01-18 06:49:55,LIC104,V-104 DISTILLATE VESSEL LEVEL CONTROLLER,HIGH
1493710,2022-01-18 06:54:59,FI104,E-104 CONDENSER COOLING WATER INLET FLOW,LOW LOW RECOVERED
1496068,2022-01-18 07:34:17,FI105,BENZENE PRODUCT FLOW,LOW
1496910,2022-01-18 07:48:19,TI102,T-101 DISTILLATION COLUMN TEMPERATURE 2,HIGH RECOVERED
1497572,2022-01-18 07:59:21,TI106,E-106 REBOILER INLET TEMPERATURE,HIGH
1498009,2022-01-18 08:06:38,FI110,TOLUENE PRODUCT FLOW,HIGH
