index,timestamp,tag,description,condition
7785,2026-01-03 16:19:00.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,FAULT
7786,2026-01-03 16:19:30.000,FI106,E-106 REBOILER INLET FLOW,HIGH
7787,2026-01-03 16:19:30.000,FI106,E-106 REBOILER INLET FLOW,LOW
7788,2026-01-03 16:20:00.000,FI106,E-106 REBOILER INLET FLOW,FAULT RECOVERED
7789,2026-01-03 16:20:03.000,FI106,E-106 REBOILER INLET FLOW,LOW LOW
7790,2026-01-03 16:20:30.000,PI101,T-101 DISTILLATION COLUMN PRESSURE,HIGH
7791,2026-01-03 16:21:00.000,FI106,E-106 REBOILER INLET FLOW,HIGH RECOVERED
7792,2026-01-03 16:21:00.000,FI106,E-106 REBOILER INLET FLOW,LOW LOW RECOVERED
7793,2026-01-03 16:21:00.000,FI106,E-106 REBOILER INLET FLOW,LOW RECOVERED
7794,2026-01-03 16:21:30.000,FI106,E-106 REBOILER INLET FLOW,FAULT
7795,2026-01-03 16:21:35.000,PI101,T-101 DISTILLATION COLUMN PRESSURE,HIGH HIGH
7796,2026-01-03 16:22:30.000,FI106,E-106 REBOILER INLET FLOW,FAULT RECOVERED
7797,2026-01-03 16:23:00.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,LOW
7798,2026-01-03 16:23:00.000,FI106,E-106 REBOILER INLET FLOW,LOW
7799,2026-01-03 16:23:30.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,HIGH RECOVERED
7800,2026-01-03 16:23:30.000,FI106,E-106 REBOILER INLET FLOW,LOW RECOVERED
7801,2026-01-03 16:24:30.000,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,HIGH
7802,2026-01-03 16:24:30.000,FI106,E-106 REBOILER INLET FLOW,HIGH
7803,2026-01-03 16:24:30.000,FI106,E-106 REBOILER INLET FLOW,FAULT
7804,2026-01-03 16:24:30.000,PI101,T-101 DISTILLATION COLUMN PRESSURE,HIGH HIGH RECOVERED
7805,2026-01-03 16:24:30.000,PI101,T-101 DISTILLATION COLUMN PRESSURE,HIGH RECOVERED
7806,2026-01-03 16:25:00.000,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,HIGH RECOVERED
7807,2026-01-03 16:25:00.000,FI106,E-106 REBOILER INLET FLOW,FAULT RECOVERED
7808,2026-01-03 16:26:00.000,FI106,E-106 REBOILER INLET FLOW,HIGH RECOVERED
7809,2026-01-03 16:26:30.000,FI106,E-106 REBOILER INLET FLOW,LOW
7810,2026-01-03 16:27:00.000,FI106,E-106 REBOILER INLET FLOW,LOW RECOVERED
7811,2026-01-03 16:27:30.000,FI106,E-106 REBOILER INLET FLOW,FAULT
7812,2026-01-03 16:27:30.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,FAULT RECOVERED
7813,2026-01-03 16:28:00.000,FI106,E-106 REBOILER INLET FLOW,HIGH
7814,2026-01-03 16:28:30.000,FI106,E-106 REBOILER INLET FLOW,FAULT RECOVERED
7815,2026-01-03 16:29:00.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,HIGH
7816,2026-01-03 16:29:30.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,FAULT
7817,2026-01-03 16:29:30.000,FI101,T-101 REFLUX FLOW,LOW
7818,2026-01-03 16:30:00.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,HIGH RECOVERED
7819,2026-01-03 16:31:00.000,PI200,INSTRUMENT AIR HEADER PRESSURE,LOW
7820,2026-01-03 16:31:41.000,FI101,T-101 REFLUX FLOW,LOW LOW
7821,2026-01-03 16:32:00.000,HS102A,P-102A REFLUX PUMP MOTOR,TRIP
7822,2026-01-03 16:32:30.000,FI106,E-106 REBOILER INLET FLOW,LOW
7823,2026-01-03 16:33:00.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,LOW RECOVERED
7824,2026-01-03 16:33:00.000,FI101,T-101 REFLUX FLOW,LOW LOW RECOVERED
7825,2026-01-03 16:33:00.000,HS102A,P-102A REFLUX PUMP MOTOR,TRIP RECOVERED
7826,2026-01-03 16:33:30.000,FI106,E-106 REBOILER INLET FLOW,LOW RECOVERED
7827,2026-01-03 16:34:00.000,FI106,E-106 REBOILER INLET FLOW,LOW
7828,2026-01-03 16:34:00.000,FI106,E-106 REBOILER INLET FLOW,HIGH RECOVERED
7829,2026-01-03 16:34:30.000,FI106,E-106 REBOILER INLET FLOW,FAULT
7830,2026-01-03 16:35:00.000,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,HIGH
7831,2026-01-03 16:35:00.000,FI106,E-106 REBOILER INLET FLOW,HIGH
7832,2026-01-03 16:35:30.000,FI106,E-106 REBOILER INLET FLOW,HIGH RECOVERED
7833,2026-01-03 16:35:30.000,PI200,INSTRUMENT AIR HEADER PRESSURE,LOW RECOVERED
7834,2026-01-03 16:36:00.000,FI106,E-106 REBOILER INLET FLOW,HIGH
7835,2026-01-03 16:36:00.000,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,HIGH RECOVERED
7836,2026-01-03 16:36:02.000,FI106,E-106 REBOILER INLET FLOW,LOW LOW
7837,2026-01-03 16:38:00.000,FI101,T-101 REFLUX FLOW,LOW RECOVERED
7838,2026-01-03 16:38:00.000,FI106,E-106 REBOILER INLET FLOW,FAULT RECOVERED
7839,2026-01-03 16:38:30.000,FI106,E-106 REBOILER INLET FLOW,LOW LOW RECOVERED
7840,2026-01-03 16:39:00.000,FI106,E-106 REBOILER INLET FLOW,FAULT
7841,2026-01-03 16:39:30.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,FAULT RECOVERED
7842,2026-01-03 16:40:00.000,FI106,E-106 REBOILER INLET FLOW,HIGH RECOVERED
7843,2026-01-03 16:40:30.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,HIGH
7844,2026-01-03 16:40:30.000,FI106,E-106 REBOILER INLET FLOW,LOW RECOVERED
7845,2026-01-03 16:41:00.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,FAULT
7846,2026-01-03 16:41:00.000,FI106,E-106 REBOILER INLET FLOW,LOW
7847,2026-01-03 16:42:30.000,FI106,E-106 REBOILER INLET FLOW,FAULT RECOVERED
7848,2026-01-03 16:43:00.000,FI106,E-106 REBOILER INLET FLOW,HIGH
7849,2026-01-03 16:43:30.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,LOW
7850,2026-01-03 16:43:30.000,FI106,E-106 REBOILER INLET FLOW,FAULT
7851,2026-01-03 16:43:30.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,HIGH RECOVERED
7852,2026-01-03 16:43:30.000,FI106,E-106 REBOILER INLET FLOW,HIGH RECOVERED
7853,2026-01-03 16:43:30.000,FI106,E-106 REBOILER INLET FLOW,LOW RECOVERED
7854,2026-01-03 16:45:30.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,HIGH
7855,2026-01-03 16:46:00.000,FI106,E-106 REBOILER INLET FLOW,HIGH
7856,2026-01-03 16:47:00.000,FI106,E-106 REBOILER INLET FLOW,HIGH RECOVERED
7857,2026-01-03 16:48:00.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,FAULT RECOVERED
7858,2026-01-03 16:48:00.000,FI106,E-106 REBOILER INLET FLOW,FAULT RECOVERED
7859,2026-01-03 16:49:30.000,FI106,E-106 REBOILER INLET FLOW,LOW
7860,2026-01-03 16:49:30.000,FI106,E-106 REBOILER INLET FLOW,FAULT
7861,2026-01-03 16:50:00.000,TI109,E-107 CONDENSER OUTLET TEMPERATURE,HIGH
7862,2026-01-03 16:50:00.000,FI106,E-106 REBOILER INLET FLOW,LOW RECOVERED
7863,2026-01-03 16:50:30.000,FI106,E-106 REBOILER INLET FLOW,HIGH
7864,2026-01-03 16:50:30.000,FI106,E-106 REBOILER INLET FLOW,LOW
7865,2026-01-03 16:50:30.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,LOW RECOVERED
7866,2026-01-03 16:51:22.000,FI106,E-106 REBOILER INLET FLOW,LOW LOW
7867,2026-01-03 16:51:30.000,FI106,E-106 REBOILER INLET FLOW,HIGH RECOVERED
7868,2026-01-03 16:52:00.000,FI106,E-106 REBOILER INLET FLOW,FAULT RECOVERED
7869,2026-01-03 16:53:00.000,FI106,E-106 REBOILER INLET FLOW,LOW LOW RECOVERED
7870,2026-01-03 16:53:00.000,FI106,E-106 REBOILER INLET FLOW,LOW RECOVERED
7871,2026-01-03 16:53:00.000,TI109,E-107 CONDENSER OUTLET TEMPERATURE,HIGH RECOVERED
7872,2026-01-03 16:53:30.000,FI106,E-106 REBOILER INLET FLOW,HIGH
7873,2026-01-03 16:53:30.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,HIGH RECOVERED
7874,2026-01-03 16:54:00.000,FI106,E-106 REBOILER INLET FLOW,FAULT
7875,2026-01-03 16:54:30.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,LOW
7876,2026-01-03 16:54:30.000,FI106,E-106 REBOILER INLET FLOW,HIGH RECOVERED
7877,2026-01-03 16:56:00.000,HS102A,P-102A REFLUX PUMP MOTOR,OVERLOAD
7878,2026-01-03 16:56:00.000,FI106,E-106 REBOILER INLET FLOW,FAULT RECOVERED
7879,2026-01-03 16:56:30.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,LOW RECOVERED
7880,2026-01-03 16:57:00.000,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,LOW
7881,2026-01-03 16:57:00.000,FI106,E-106 REBOILER INLET FLOW,LOW
7882,2026-01-03 16:57:00.000,FI106,E-106 REBOILER INLET FLOW,FAULT
7883,2026-01-03 16:58:00.000,FI106,E-106 REBOILER INLET FLOW,FAULT RECOVERED
7884,2026-01-03 16:58:00.000,HS102A,P-102A REFLUX PUMP MOTOR,OVERLOAD RECOVERED
7885,2026-01-03 16:59:30.000,FI106,E-106 REBOILER INLET FLOW,HIGH
7886,2026-01-03 17:00:00.000,FI106,E-106 REBOILER INLET FLOW,HIGH RECOVERED
7887,2026-01-03 17:01:00.000,FI106,E-106 REBOILER INLET FLOW,FAULT
7888,2026-01-03 17:02:30.000,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,FAULT
7889,2026-01-03 17:02:30.000,FI106,E-106 REBOILER INLET FLOW,FAULT RECOVERED
7890,2026-01-03 17:03:00.000,HS103A,P-103A PRODUCT PUMP MOTOR,TRIP
7891,2026-01-03 17:03:00.000,FI106,E-106 REBOILER INLET FLOW,LOW RECOVERED
7892,2026-01-03 17:03:30.000,FI106,E-106 REBOILER INLET FLOW,HIGH
7893,2026-01-03 17:04:00.000,FI106,E-106 REBOILER INLET FLOW,FAULT
7894,2026-01-03 17:04:00.000,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,LOW RECOVERED
7895,2026-01-03 17:04:00.000,FI106,E-106 REBOILER INLET FLOW,HIGH RECOVERED
7896,2026-01-03 17:05:00.000,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,FAULT RECOVERED
7897,2026-01-03 17:05:30.000,FI106,E-106 REBOILER INLET FLOW,HIGH
7898,2026-01-03 17:05:30.000,FI106,E-106 REBOILER INLET FLOW,FAULT RECOVERED
7899,2026-01-03 17:06:00.000,FI106,E-106 REBOILER INLET FLOW,FAULT
7900,2026-01-03 17:07:00.000,FI106,E-106 REBOILER INLET FLOW,LOW
7901,2026-01-03 17:07:30.000,FI106,E-106 REBOILER INLET FLOW,LOW RECOVERED
7902,2026-01-03 17:09:30.000,FI106,E-106 REBOILER INLET FLOW,LOW
7903,2026-01-03 17:09:30.000,FI106,E-106 REBOILER INLET FLOW,HIGH RECOVERED
7904,2026-01-03 17:10:00.000,FI106,E-106 REBOILER INLET FLOW,HIGH
7905,2026-01-03 17:10:30.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,LOW
7906,2026-01-03 17:10:30.000,FI106,E-106 REBOILER INLET FLOW,FAULT RECOVERED
7907,2026-01-03 17:10:30.000,FI106,E-106 REBOILER INLET FLOW,HIGH RECOVERED
7908,2026-01-03 17:11:00.000,FI110,TOLUENE PRODUCT FLOW,LOW
7909,2026-01-03 17:11:30.000,FI106,E-106 REBOILER INLET FLOW,HIGH
7910,2026-01-03 17:12:00.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,LOW RECOVERED
7911,2026-01-03 17:12:00.000,FI110,TOLUENE PRODUCT FLOW,LOW RECOVERED
7912,2026-01-03 17:12:30.000,FI106,E-106 REBOILER INLET FLOW,LOW RECOVERED
7913,2026-01-03 17:12:30.000,HS103A,P-103A PRODUCT PUMP MOTOR,TRIP RECOVERED
7914,2026-01-03 17:13:00.000,FI106,E-106 REBOILER INLET FLOW,LOW
7915,2026-01-03 17:13:30.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,FAULT
7916,2026-01-03 17:13:30.000,FI106,E-106 REBOILER INLET FLOW,FAULT
7917,2026-01-03 17:14:30.000,FI106,E-106 REBOILER INLET FLOW,HIGH RECOVERED
7918,2026-01-03 17:15:00.000,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,LOW
7919,2026-01-03 17:15:00.000,FI100,COLUMN FEED FLOW,HIGH
7920,2026-01-03 17:15:30.000,FI106,E-106 REBOILER INLET FLOW,FAULT RECOVERED
7921,2026-01-03 17:16:00.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,HIGH
7922,2026-01-03 17:16:00.000,FI106,E-106 REBOILER INLET FLOW,HIGH
7923,2026-01-03 17:16:30.000,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,LOW RECOVERED
7924,2026-01-03 17:16:30.000,FI100,COLUMN FEED FLOW,HIGH RECOVERED
7925,2026-01-03 17:17:00.000,FI106,E-106 REBOILER INLET FLOW,LOW RECOVERED
7926,2026-01-03 17:17:30.000,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,HIGH
7927,2026-01-03 17:17:30.000,FI101,T-101 REFLUX FLOW,LOW
7928,2026-01-03 17:18:30.000,FI106,E-106 REBOILER INLET FLOW,FAULT
7929,2026-01-03 17:18:30.000,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,HIGH RECOVERED
7930,2026-01-03 17:19:00.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,HIGH RECOVERED
7931,2026-01-03 17:19:00.000,FI106,E-106 REBOILER INLET FLOW,HIGH RECOVERED
7932,2026-01-03 17:19:30.000,FI106,E-106 REBOILER INLET FLOW,HIGH
7933,2026-01-03 17:20:30.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,FAULT RECOVERED
7934,2026-01-03 17:20:30.000,FI106,E-106 REBOILER INLET FLOW,FAULT RECOVERED
7935,2026-01-03 17:20:30.000,FI106,E-106 REBOILER INLET FLOW,HIGH RECOVERED
7936,2026-01-03 17:21:00.000,FI106,E-106 REBOILER INLET FLOW,FAULT
7937,2026-01-03 17:21:00.000,HS103A,P-103A PRODUCT PUMP MOTOR,OVERLOAD
7938,2026-01-03 17:21:30.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,FAULT
7939,2026-01-03 17:23:00.000,FI106,E-106 REBOILER INLET FLOW,HIGH
7940,2026-01-03 17:23:00.000,FI101,T-101 REFLUX FLOW,LOW RECOVERED
7941,2026-01-03 17:23:30.000,FI106,E-106 REBOILER INLET FLOW,FAULT RECOVERED
7942,2026-01-03 17:24:00.000,HS103A,P-103A PRODUCT PUMP MOTOR,OVERLOAD RECOVERED
7943,2026-01-03 17:24:30.000,FI106,E-106 REBOILER INLET FLOW,LOW
7944,2026-01-03 17:25:00.000,FI106,E-106 REBOILER INLET FLOW,FAULT
7945,2026-01-03 17:25:00.000,FI106,E-106 REBOILER INLET FLOW,LOW RECOVERED
7946,2026-01-03 17:25:30.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,HIGH
7947,2026-01-03 17:26:00.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,LOW
7948,2026-01-03 17:27:00.000,FI106,E-106 REBOILER INLET FLOW,HIGH RECOVERED
7949,2026-01-03 17:29:00.000,FI106,E-106 REBOILER INLET FLOW,FAULT RECOVERED
7950,2026-01-03 17:30:30.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,LOW RECOVERED
7951,2026-01-03 17:31:00.000,FI106,E-106 REBOILER INLET FLOW,HIGH
7952,2026-01-03 17:31:00.000,FI106,E-106 REBOILER INLET FLOW,FAULT
7953,2026-01-03 17:31:30.000,FI106,E-106 REBOILER INLET FLOW,FAULT RECOVERED
7954,2026-01-03 17:31:30.000,FI106,E-106 REBOILER INLET FLOW,HIGH RECOVERED
7955,2026-01-03 17:32:30.000,FI106,E-106 REBOILER INLET FLOW,FAULT
7956,2026-01-03 17:33:30.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,LOW
7957,2026-01-03 17:34:00.000,FI106,E-106 REBOILER INLET FLOW,FAULT RECOVERED
7958,2026-01-03 17:34:30.000,FI106,E-106 REBOILER INLET FLOW,FAULT
7959,2026-01-03 17:34:30.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,FAULT RECOVERED
7960,2026-01-03 17:35:00.000,FI106,E-106 REBOILER INLET FLOW,LOW
7961,2026-01-03 17:35:00.000,FI106,E-106 REBOILER INLET FLOW,FAULT RECOVERED
7962,2026-01-03 17:35:30.000,FI106,E-106 REBOILER INLET FLOW,HIGH
7963,2026-01-03 17:35:30.000,FI100,COLUMN FEED FLOW,LOW
7964,2026-01-03 17:35:30.000,FI106,E-106 REBOILER INLET FLOW,LOW RECOVERED
7965,2026-01-03 17:36:00.000,FI106,E-106 REBOILER INLET FLOW,LOW
7966,2026-01-03 17:36:22.000,FI106,E-106 REBOILER INLET FLOW,LOW LOW
7967,2026-01-03 17:37:00.000,FI106,E-106 REBOILER INLET FLOW,LOW LOW RECOVERED
7968,2026-01-03 17:37:00.000,FI106,E-106 REBOILER INLET FLOW,LOW RECOVERED
7969,2026-01-03 17:37:00.000,FI100,COLUMN FEED FLOW,LOW RECOVERED
7970,2026-01-03 17:37:30.000,FI106,E-106 REBOILER INLET FLOW,LOW
7971,2026-01-03 17:37:30.000,FI106,E-106 REBOILER INLET FLOW,FAULT
7972,2026-01-03 17:37:30.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,LOW RECOVERED
7973,2026-01-03 17:38:00.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,HIGH RECOVERED
7974,2026-01-03 17:38:30.000,FI106,E-106 REBOILER INLET FLOW,FAULT RECOVERED
7975,2026-01-03 17:39:00.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,LOW
7976,2026-01-03 17:40:00.000,FI106,E-106 REBOILER INLET FLOW,LOW RECOVERED
7977,2026-01-03 17:40:30.000,FI110,TOLUENE PRODUCT FLOW,LOW
7978,2026-01-03 17:40:30.000,FI106,E-106 REBOILER INLET FLOW,HIGH RECOVERED
7979,2026-01-03 17:41:30.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,FAULT
7980,2026-01-03 17:41:30.000,TI108,E-106 REBOILER INLET TEMPERATURE,HIGH
7981,2026-01-03 17:42:00.000,TI108,E-106 REBOILER INLET TEMPERATURE,HIGH RECOVERED
7982,2026-01-03 17:42:00.000,FI110,TOLUENE PRODUCT FLOW,LOW RECOVERED
7983,2026-01-03 17:42:30.000,FI107,E-107 COOLING WATER FLOW,FAULT
7984,2026-01-03 17:42:30.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,FAULT RECOVERED
7985,2026-01-03 17:44:00.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,FAULT
7986,2026-01-03 17:44:00.000,PI201,STEAM HEADER PRESSURE,HIGH
7987,2026-01-03 17:44:30.000,FI106,E-106 REBOILER INLET FLOW,HIGH
7988,2026-01-03 17:44:30.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,LOW RECOVERED
7989,2026-01-03 17:46:00.000,FI106,E-106 REBOILER INLET FLOW,FAULT
7990,2026-01-03 17:46:00.000,FI106,E-106 REBOILER INLET FLOW,HIGH RECOVERED
7991,2026-01-03 17:46:30.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,FAULT RECOVERED
7992,2026-01-03 17:47:00.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,HIGH
7993,2026-01-03 17:47:00.000,FI106,E-106 REBOILER INLET FLOW,FAULT RECOVERED
7994,2026-01-03 17:47:00.000,FI107,E-107 COOLING WATER FLOW,FAULT RECOVERED
7995,2026-01-03 17:47:30.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,FAULT
7996,2026-01-03 17:48:00.000,FI106,E-106 REBOILER INLET FLOW,HIGH
7997,2026-01-03 17:48:30.000,FI106,E-106 REBOILER INLET FLOW,FAULT
7998,2026-01-03 17:49:00.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,FAULT RECOVERED
7999,2026-01-03 17:49:00.000,FI106,E-106 REBOILER INLET FLOW,HIGH RECOVERED
8000,2026-01-03 17:49:30.000,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,LOW
8001,2026-01-03 17:49:30.000,FI106,E-106 REBOILER INLET FLOW,LOW
8002,2026-01-03 17:49:30.000,FI106,E-106 REBOILER INLET FLOW,FAULT RECOVERED
8003,2026-01-03 17:50:30.000,FI106,E-106 REBOILER INLET FLOW,HIGH
8004,2026-01-03 17:50:30.000,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,LOW RECOVERED
8005,2026-01-03 17:52:00.000,FI106,E-106 REBOILER INLET FLOW,HIGH RECOVERED
8006,2026-01-03 17:52:30.000,PI201,STEAM HEADER PRESSURE,HIGH RECOVERED
8007,2026-01-03 17:56:00.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,FAULT
8008,2026-01-03 17:56:30.000,FI106,E-106 REBOILER INLET FLOW,HIGH
8009,2026-01-03 17:56:30.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,HIGH RECOVERED
8010,2026-01-03 17:57:00.000,FI106,E-106 REBOILER INLET FLOW,HIGH RECOVERED
8011,2026-01-03 17:57:30.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,LOW
8012,2026-01-03 17:57:30.000,FI106,E-106 REBOILER INLET FLOW,LOW RECOVERED
8013,2026-01-03 18:01:00.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,FAULT RECOVERED
8014,2026-01-03 18:01:30.000,TI108,E-106 REBOILER INLET TEMPERATURE,LOW
8015,2026-01-03 18:02:00.000,FI106,E-106 REBOILER INLET FLOW,HIGH
8016,2026-01-03 18:02:00.000,FI106,E-106 REBOILER INLET FLOW,LOW
8017,2026-01-03 18:02:30.000,FI106,E-106 REBOILER INLET FLOW,FAULT
8018,2026-01-03 18:03:00.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,HIGH
8019,2026-01-03 18:03:30.000,FI106,E-106 REBOILER INLET FLOW,HIGH RECOVERED
8020,2026-01-03 18:04:00.000,FI106,E-106 REBOILER INLET FLOW,HIGH
8021,2026-01-03 18:04:00.000,FI106,E-106 REBOILER INLET FLOW,LOW RECOVERED
8022,2026-01-03 18:05:30.000,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,HIGH
8023,2026-01-03 18:05:30.000,FI106,E-106 REBOILER INLET FLOW,LOW
8024,2026-01-03 18:05:30.000,FI100,COLUMN FEED FLOW,HIGH
8025,2026-01-03 18:05:30.000,FI106,E-106 REBOILER INLET FLOW,HIGH RECOVERED
8026,2026-01-03 18:06:00.000,TI108,E-106 REBOILER INLET TEMPERATURE,LOW RECOVERED
8027,2026-01-03 18:06:00.000,FI106,E-106 REBOILER INLET FLOW,FAULT RECOVERED
8028,2026-01-03 18:06:00.000,FI106,E-106 REBOILER INLET FLOW,LOW RECOVERED
8029,2026-01-03 18:06:30.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,LOW RECOVERED
8030,2026-01-03 18:07:00.000,FI106,E-106 REBOILER INLET FLOW,LOW
8031,2026-01-03 18:07:00.000,FI106,E-106 REBOILER INLET FLOW,FAULT
8032,2026-01-03 18:07:00.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,HIGH RECOVERED
8033,2026-01-03 18:07:00.000,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,HIGH RECOVERED
8034,2026-01-03 18:07:08.000,FI106,E-106 REBOILER INLET FLOW,LOW LOW
8035,2026-01-03 18:07:30.000,FI106,E-106 REBOILER INLET FLOW,FAULT RECOVERED
8036,2026-01-03 18:07:30.000,FI100,COLUMN FEED FLOW,HIGH RECOVERED
8037,2026-01-03 18:08:30.000,FI106,E-106 REBOILER INLET FLOW,HIGH
8038,2026-01-03 18:09:00.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,FAULT
8039,2026-01-03 18:09:30.000,TI108,E-106 REBOILER INLET TEMPERATURE,LOW
8040,2026-01-03 18:10:00.000,FI106,E-106 REBOILER INLET FLOW,FAULT
8041,2026-01-03 18:10:00.000,HS102A,P-102A REFLUX PUMP MOTOR,TRIP
8042,2026-01-03 18:11:00.000,FI106,E-106 REBOILER INLET FLOW,LOW LOW RECOVERED
8043,2026-01-03 18:11:30.000,FI106,E-106 REBOILER INLET FLOW,HIGH RECOVERED
8044,2026-01-03 18:11:30.000,FI106,E-106 REBOILER INLET FLOW,LOW RECOVERED
8045,2026-01-03 18:12:00.000,FI106,E-106 REBOILER INLET FLOW,HIGH
8046,2026-01-03 18:12:00.000,HS102A,P-102A REFLUX PUMP MOTOR,TRIP RECOVERED
8047,2026-01-03 18:12:30.000,TI108,E-106 REBOILER INLET TEMPERATURE,LOW RECOVERED
8048,2026-01-03 18:12:30.000,FI106,E-106 REBOILER INLET FLOW,FAULT RECOVERED
8049,2026-01-03 18:13:30.000,FI106,E-106 REBOILER INLET FLOW,LOW
8050,2026-01-03 18:14:00.000,FI106,E-106 REBOILER INLET FLOW,HIGH RECOVERED
8051,2026-01-03 18:14:30.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,LOW
8052,2026-01-03 18:14:30.000,FI106,E-106 REBOILER INLET FLOW,HIGH
8053,2026-01-03 18:15:30.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,LOW RECOVERED
8054,2026-01-03 18:15:30.000,FI106,E-106 REBOILER INLET FLOW,HIGH RECOVERED
8055,2026-01-03 18:16:00.000,FI106,E-106 REBOILER INLET FLOW,HIGH
8056,2026-01-03 18:16:00.000,FI106,E-106 REBOILER INLET FLOW,LOW RECOVERED
8057,2026-01-03 18:16:30.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,FAULT RECOVERED
8058,2026-01-03 18:17:30.000,FI106,E-106 REBOILER INLET FLOW,LOW
8059,2026-01-03 18:17:30.000,FI106,E-106 REBOILER INLET FLOW,FAULT
8060,2026-01-03 18:18:30.000,FI106,E-106 REBOILER INLET FLOW,FAULT RECOVERED
8061,2026-01-03 18:18:30.000,FI106,E-106 REBOILER INLET FLOW,LOW RECOVERED
8062,2026-01-03 18:19:00.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,HIGH
8063,2026-01-03 18:19:00.000,FI106,E-106 REBOILER INLET FLOW,LOW
8064,2026-01-03 18:19:06.000,FI106,E-106 REBOILER INLET FLOW,LOW LOW
8065,2026-01-03 18:19:30.000,FI107,E-107 COOLING WATER FLOW,FAULT
8066,2026-01-03 18:20:00.000,FI106,E-106 REBOILER INLET FLOW,LOW LOW RECOVERED
