,timestamp,tag,type,description
5965,2024-05-02 15:31:50.000000000,FIR123,H,FLW COND CW HIGH ALM
5966,2024-05-02 15:32:00.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
5967,2024-05-02 15:33:20.000000000,FIR123,H,FLW COND CW HIGH ALM
5968,2024-05-02 15:33:30.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
5969,2024-05-02 15:33:40.000000000,FIR123,H,FLW COND CW HIGH ALM
5970,2024-05-02 15:34:10.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
5971,2024-05-02 15:34:40.000000000,FIR123,H,FLW COND CW HIGH ALM
5972,2024-05-02 15:35:10.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
5973,2024-05-02 15:35:30.000000000,FIR123,H,FLW COND CW HIGH ALM
5974,2024-05-02 15:35:40.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
5975,2024-05-02 15:36:00.000000000,FIR123,H,FLW COND CW HIGH ALM
5976,2024-05-02 15:36:10.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
5977,2024-05-02 15:36:30.000000000,FIR123,H,FLW COND CW HIGH ALM
5978,2024-05-02 15:36:50.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
5979,2024-05-02 15:37:20.000000000,FIR123,H,FLW COND CW HIGH ALM
5980,2024-05-02 15:37:30.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
5981,2024-05-02 15:38:10.000000000,FIR123,H,FLW COND CW HIGH ALM
5982,2024-05-02 15:38:20.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
5983,2024-05-02 15:38:30.000000000,FIR123,H,FLW COND CW HIGH ALM
5984,2024-05-02 15:39:00.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
5985,2024-05-02 15:39:20.000000000,FIR123,H,FLW COND CW HIGH ALM
5986,2024-05-02 15:39:40.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
5987,2024-05-02 15:39:50.000000000,FIR123,H,FLW COND CW HIGH ALM
5988,2024-05-02 15:40:00.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
5989,2024-05-02 15:40:10.000000000,FIR123,H,FLW COND CW HIGH ALM
5990,2024-05-02 15:40:50.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
5991,2024-05-02 15:41:00.000000000,FIR123,H,FLW COND CW HIGH ALM
5992,2024-05-02 15:41:10.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
5993,2024-05-02 15:41:30.000000000,FIR123,H,FLW COND CW HIGH ALM
5994,2024-05-02 15:42:00.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
5995,2024-05-02 15:42:40.000000000,FIR123,H,FLW COND CW HIGH ALM
5996,2024-05-02 15:42:50.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
5997,2024-05-02 15:43:10.000000000,FIR123,H,FLW COND CW HIGH ALM
5998,2024-05-02 15:43:40.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
5999,2024-05-02 15:44:10.000000000,FIR123,H,FLW COND CW HIGH ALM
6000,2024-05-02 15:45:10.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6001,2024-05-02 15:45:20.000000000,FIR123,H,FLW COND CW HIGH ALM
6002,2024-05-02 15:45:30.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6003,2024-05-02 15:45:40.000000000,FIR123,H,FLW COND CW HIGH ALM
6004,2024-05-02 15:46:00.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6005,2024-05-02 15:46:10.000000000,FIR123,H,FLW COND CW HIGH ALM
6006,2024-05-02 15:46:20.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6007,2024-05-02 15:46:30.000000000,FIR123,H,FLW COND CW HIGH ALM
6008,2024-05-02 15:47:10.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6009,2024-05-02 15:48:50.000000000,FIR123,H,FLW COND CW HIGH ALM
6010,2024-05-02 15:49:00.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6011,2024-05-02 15:49:20.000000000,FIR123,H,FLW COND CW HIGH ALM
6012,2024-05-02 15:51:20.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6013,2024-05-02 15:51:40.000000000,FIR123,H,FLW COND CW HIGH ALM
6014,2024-05-02 15:52:20.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6015,2024-05-02 15:52:40.000000000,FIR123,H,FLW COND CW HIGH ALM
6016,2024-05-02 15:52:50.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6017,2024-05-02 15:53:10.000000000,FIR123,H,FLW COND CW HIGH ALM
6018,2024-05-02 15:53:20.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6019,2024-05-02 15:54:00.000000000,FIR123,H,FLW COND CW HIGH ALM
6020,2024-05-02 15:54:10.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6021,2024-05-02 15:54:30.000000000,FIR123,H,FLW COND CW HIGH ALM
6022,2024-05-02 15:54:50.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6023,2024-05-02 15:55:10.000000000,FIR123,H,FLW COND CW HIGH ALM
6024,2024-05-02 15:55:30.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6025,2024-05-02 15:55:40.000000000,FIR123,H,FLW COND CW HIGH ALM
6026,2024-05-02 15:56:10.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6027,2024-05-02 15:56:50.000000000,FIR123,H,FLW COND CW HIGH ALM
6028,2024-05-02 15:57:30.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6029,2024-05-02 15:57:40.000000000,FIR123,H,FLW COND CW HIGH ALM
6030,2024-05-02 15:57:50.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6031,2024-05-02 15:58:10.000000000,FIR123,H,FLW COND CW HIGH ALM
6032,2024-05-02 15:58:50.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6033,2024-05-02 15:59:30.000000000,FIR123,H,FLW COND CW HIGH ALM
6034,2024-05-02 15:59:40.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6035,2024-05-02 15:59:50.000000000,FIR123,H,FLW COND CW HIGH ALM
6036,2024-05-02 16:00:00.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6037,2024-05-02 16:00:30.000000000,FIR123,H,FLW COND CW HIGH ALM
6038,2024-05-02 16:01:30.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6039,2024-05-02 16:01:40.000000000,FIR123,H,FLW COND CW HIGH ALM
6040,2024-05-02 16:01:50.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6041,2024-05-02 16:02:10.000000000,FIR123,H,FLW COND CW HIGH ALM
6042,2024-05-02 16:02:20.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6043,2024-05-02 16:02:40.000000000,FIR123,H,FLW COND CW HIGH ALM
6044,2024-05-02 16:03:20.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6045,2024-05-02 16:03:50.000000000,FIR123,H,FLW COND CW HIGH ALM
6046,2024-05-02 16:04:10.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6047,2024-05-02 16:04:20.000000000,FIR123,H,FLW COND CW HIGH ALM
6048,2024-05-02 16:04:40.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6049,2024-05-02 16:04:50.000000000,FIR123,H,FLW COND CW HIGH ALM
6050,2024-05-02 16:05:00.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6051,2024-05-02 16:05:10.000000000,FIR123,H,FLW COND CW HIGH ALM
6052,2024-05-02 16:05:20.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6053,2024-05-02 16:05:40.000000000,FIR123,H,FLW COND CW HIGH ALM
6054,2024-05-02 16:05:50.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6055,2024-05-02 16:06:00.000000000,FIR123,H,FLW COND CW HIGH ALM
6056,2024-05-02 16:06:40.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6057,2024-05-02 16:07:20.000000000,FIR123,H,FLW COND CW HIGH ALM
6058,2024-05-02 16:08:50.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6059,2024-05-02 16:09:50.000000000,FIR123,H,FLW COND CW HIGH ALM
6060,2024-05-02 16:10:00.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6061,2024-05-02 16:10:40.000000000,FIR123,H,FLW COND CW HIGH ALM
6062,2024-05-02 16:10:50.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6063,2024-05-02 16:11:10.000000000,FIR123,H,FLW COND CW HIGH ALM
6064,2024-05-02 16:12:00.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6065,2024-05-02 16:12:10.000000000,FIR123,H,FLW COND CW HIGH ALM
6066,2024-05-02 16:12:20.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6067,2024-05-02 16:12:50.000000000,FIR123,H,FLW COND CW HIGH ALM
6068,2024-05-02 16:13:20.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6069,2024-05-02 16:13:50.000000000,FIR123,H,FLW COND CW HIGH ALM
6070,2024-05-02 16:14:10.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6071,2024-05-02 16:14:20.000000000,FIR123,H,FLW COND CW HIGH ALM
6072,2024-05-02 16:14:30.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6073,2024-05-02 16:14:40.000000000,FIR123,H,FLW COND CW HIGH ALM
6074,2024-05-02 16:15:20.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6075,2024-05-02 16:15:30.000000000,FIR123,H,FLW COND CW HIGH ALM
6076,2024-05-02 16:15:50.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6077,2024-05-02 16:16:10.000000000,FIR123,H,FLW COND CW HIGH ALM
6078,2024-05-02 16:16:20.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6079,2024-05-02 16:16:40.000000000,FIR123,H,FLW COND CW HIGH ALM
6080,2024-05-02 16:17:00.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6081,2024-05-02 16:17:20.000000000,FIR123,H,FLW COND CW HIGH ALM
6082,2024-05-02 16:17:30.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6083,2024-05-02 16:17:40.000000000,FIR123,H,FLW COND CW HIGH ALM
6084,2024-05-02 16:18:20.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6085,2024-05-02 16:18:30.000000000,FIR123,H,FLW COND CW HIGH ALM
6086,2024-05-02 16:18:50.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6087,2024-05-02 16:19:10.000000000,FIR123,H,FLW COND CW HIGH ALM
6088,2024-05-02 16:19:20.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6089,2024-05-02 16:19:40.000000000,FIR123,H,FLW COND CW HIGH ALM
6090,2024-05-02 16:19:50.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6091,2024-05-02 16:20:40.000000000,FIR123,H,FLW COND CW HIGH ALM
6092,2024-05-02 16:20:50.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6093,2024-05-02 16:21:00.000000000,FIR123,H,FLW COND CW HIGH ALM
6094,2024-05-02 16:22:00.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6095,2024-05-02 16:22:20.000000000,FIR123,H,FLW COND CW HIGH ALM
6096,2024-05-02 16:22:30.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6097,2024-05-02 16:22:50.000000000,FIR123,H,FLW COND CW HIGH ALM
6098,2024-05-02 16:23:20.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6099,2024-05-02 16:23:30.000000000,FIR123,H,FLW COND CW HIGH ALM
6100,2024-05-02 16:23:40.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6101,2024-05-02 16:24:00.000000000,FIR123,H,FLW COND CW HIGH ALM
6102,2024-05-02 16:24:10.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6103,2024-05-02 16:24:20.000000000,FIR123,H,FLW COND CW HIGH ALM
6104,2024-05-02 16:24:50.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6105,2024-05-02 16:25:30.000000000,FIR123,H,FLW COND CW HIGH ALM
6106,2024-05-02 16:26:20.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6107,2024-05-02 16:26:40.000000000,FIR123,H,FLW COND CW HIGH ALM
6108,2024-05-02 16:27:00.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6109,2024-05-02 16:27:50.000000000,FIR123,H,FLW COND CW HIGH ALM
6110,2024-05-02 16:28:20.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6111,2024-05-02 16:28:30.000000000,FIR123,H,FLW COND CW HIGH ALM
6112,2024-05-02 16:29:50.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6113,2024-05-02 16:30:00.000000000,FIR123,H,FLW COND CW HIGH ALM
6114,2024-05-02 16:30:10.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6115,2024-05-02 16:30:20.000000000,FIR123,H,FLW COND CW HIGH ALM
6116,2024-05-02 16:30:40.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6117,2024-05-02 16:31:10.000000000,FIR123,H,FLW COND CW HIGH ALM
6118,2024-05-02 16:31:20.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6119,2024-05-02 16:31:30.000000000,FIR123,H,FLW COND CW HIGH ALM
6120,2024-05-02 16:32:00.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6121,2024-05-02 16:32:10.000000000,FIR123,H,FLW COND CW HIGH ALM
6122,2024-05-02 16:32:20.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6123,2024-05-02 16:32:30.000000000,FIR123,H,FLW COND CW HIGH ALM
6124,2024-05-02 16:32:40.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6125,2024-05-02 16:33:40.000000000,FIR123,H,FLW COND CW HIGH ALM
6126,2024-05-02 16:33:50.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6127,2024-05-02 16:34:30.000000000,FIR123,H,FLW COND CW HIGH ALM
6128,2024-05-02 16:35:00.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6129,2024-05-02 16:35:20.000000000,FIR123,H,FLW COND CW HIGH ALM
6130,2024-05-02 16:35:50.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6131,2024-05-02 16:36:10.000000000,FIR123,H,FLW COND CW HIGH ALM
6132,2024-05-02 16:36:30.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6133,2024-05-02 16:36:40.000000000,FIR123,H,FLW COND CW HIGH ALM
6134,2024-05-02 16:37:20.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6135,2024-05-02 16:37:50.000000000,FIR123,H,FLW COND CW HIGH ALM
6136,2024-05-02 16:38:00.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6137,2024-05-02 16:38:20.000000000,FIR123,H,FLW COND CW HIGH ALM
6138,2024-05-02 16:38:30.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6139,2024-05-02 16:39:00.000000000,FIR123,H,FLW COND CW HIGH ALM
6140,2024-05-02 16:39:20.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6141,2024-05-02 16:39:50.000000000,FIR123,H,FLW COND CW HIGH ALM
6142,2024-05-02 16:40:10.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6143,2024-05-02 16:40:20.000000000,FIR123,H,FLW COND CW HIGH ALM
6144,2024-05-02 16:40:30.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6145,2024-05-02 16:40:40.000000000,FIR123,H,FLW COND CW HIGH ALM
6146,2024-05-02 16:40:50.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6147,2024-05-02 16:41:50.000000000,FIR123,H,FLW COND CW HIGH ALM
6148,2024-05-02 16:42:30.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6149,2024-05-02 16:42:40.000000000,FIR123,H,FLW COND CW HIGH ALM
6150,2024-05-02 16:43:00.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6151,2024-05-02 16:43:20.000000000,FIR123,H,FLW COND CW HIGH ALM
6152,2024-05-02 16:44:00.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6153,2024-05-02 16:44:10.000000000,FIR123,H,FLW COND CW HIGH ALM
6154,2024-05-02 16:44:40.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6155,2024-05-02 16:45:20.000000000,FIR123,H,FLW COND CW HIGH ALM
6156,2024-05-02 16:45:30.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6157,2024-05-02 16:45:40.000000000,FIR123,H,FLW COND CW HIGH ALM
6158,2024-05-02 16:46:10.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6159,2024-05-02 16:47:50.000000000,FIR123,H,FLW COND CW HIGH ALM
6160,2024-05-02 16:48:20.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6161,2024-05-02 16:48:30.000000000,FIR123,H,FLW COND CW HIGH ALM
6162,2024-05-02 16:49:40.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6163,2024-05-02 16:49:50.000000000,FIR123,H,FLW COND CW HIGH ALM
6164,2024-05-02 16:50:40.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6165,2024-05-02 16:50:50.000000000,FIR123,H,FLW COND CW HIGH ALM
6166,2024-05-02 16:51:10.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6167,2024-05-02 16:51:30.000000000,FIR123,H,FLW COND CW HIGH ALM
6168,2024-05-02 16:52:10.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6169,2024-05-02 16:52:50.000000000,FIR123,H,FLW COND CW HIGH ALM
6170,2024-05-02 16:53:10.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6171,2024-05-02 16:53:50.000000000,FIR123,H,FLW COND CW HIGH ALM
6172,2024-05-02 16:54:10.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6173,2024-05-02 16:54:20.000000000,FIR123,H,FLW COND CW HIGH ALM
6174,2024-05-02 16:54:40.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6175,2024-05-02 16:54:50.000000000,FIR123,H,FLW COND CW HIGH ALM
6176,2024-05-02 16:55:00.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6177,2024-05-02 16:55:40.000000000,FIR123,H,FLW COND CW HIGH ALM
6178,2024-05-02 16:56:10.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6179,2024-05-02 16:56:20.000000000,FIR123,H,FLW COND CW HIGH ALM
6180,2024-05-02 16:56:40.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6181,2024-05-02 16:57:40.000000000,FIR123,H,FLW COND CW HIGH ALM
6182,2024-05-02 16:59:30.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6183,2024-05-02 16:59:40.000000000,FIR123,H,FLW COND CW HIGH ALM
6184,2024-05-02 16:59:50.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6185,2024-05-02 17:00:00.000000000,FIR123,H,FLW COND CW HIGH ALM
6186,2024-05-02 17:00:10.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6187,2024-05-02 17:00:30.000000000,FIR123,H,FLW COND CW HIGH ALM
6188,2024-05-02 17:00:50.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6189,2024-05-02 17:01:00.000000000,FIR123,H,FLW COND CW HIGH ALM
6190,2024-05-02 17:01:30.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6191,2024-05-02 17:04:20.000000000,FIR123,H,FLW COND CW HIGH ALM
6192,2024-05-02 17:05:50.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6193,2024-05-02 17:06:10.000000000,FIR123,H,FLW COND CW HIGH ALM
6194,2024-05-02 17:06:20.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6195,2024-05-02 17:06:30.000000000,FIR123,H,FLW COND CW HIGH ALM
6196,2024-05-02 17:06:40.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6197,2024-05-02 17:07:10.000000000,FIR123,H,FLW COND CW HIGH ALM
6198,2024-05-02 17:07:40.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6199,2024-05-02 17:08:00.000000000,FIR123,H,FLW COND CW HIGH ALM
6200,2024-05-02 17:08:10.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6201,2024-05-02 17:08:20.000000000,FIR123,H,FLW COND CW HIGH ALM
6202,2024-05-02 17:08:30.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6203,2024-05-02 17:08:40.000000000,FIR123,H,FLW COND CW HIGH ALM
6204,2024-05-02 17:08:50.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6205,2024-05-02 17:10:10.000000000,FIR123,H,FLW COND CW HIGH ALM
6206,2024-05-02 17:10:20.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6207,2024-05-02 17:11:20.000000000,FIR123,H,FLW COND CW HIGH ALM
6208,2024-05-02 17:11:40.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6209,2024-05-02 17:11:50.000000000,FIR123,H,FLW COND CW HIGH ALM
6210,2024-05-02 17:12:20.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6211,2024-05-02 17:12:30.000000000,FIR123,H,FLW COND CW HIGH ALM
6212,2024-05-02 17:12:40.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6213,2024-05-02 17:12:50.000000000,FIR123,H,FLW COND CW HIGH ALM
6214,2024-05-02 17:13:10.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6215,2024-05-02 17:13:20.000000000,FIR123,H,FLW COND CW HIGH ALM
6216,2024-05-02 17:14:10.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6217,2024-05-02 17:14:40.000000000,FIR123,H,FLW COND CW HIGH ALM
6218,2024-05-02 17:14:50.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6219,2024-05-02 17:15:00.000000000,FIR123,H,FLW COND CW HIGH ALM
6220,2024-05-02 17:15:20.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6221,2024-05-02 17:15:50.000000000,FIR123,H,FLW COND CW HIGH ALM
6222,2024-05-02 17:16:20.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6223,2024-05-02 17:16:40.000000000,FIR123,H,FLW COND CW HIGH ALM
6224,2024-05-02 17:17:00.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6225,2024-05-02 17:18:10.000000000,FIR123,H,FLW COND CW HIGH ALM
6226,2024-05-02 17:18:20.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6227,2024-05-02 17:18:40.000000000,FIR123,H,FLW COND CW HIGH ALM
6228,2024-05-02 17:19:40.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6229,2024-05-02 17:19:50.000000000,FIR123,H,FLW COND CW HIGH ALM
6230,2024-05-02 17:20:40.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6231,2024-05-02 17:21:30.000000000,FIR123,H,FLW COND CW HIGH ALM
6232,2024-05-02 17:21:40.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6233,2024-05-02 17:21:50.000000000,FIR123,H,FLW COND CW HIGH ALM
6234,2024-05-02 17:22:00.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6235,2024-05-02 17:22:40.000000000,FIR123,H,FLW COND CW HIGH ALM
6236,2024-05-02 17:23:00.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6237,2024-05-02 17:23:10.000000000,FIR123,H,FLW COND CW HIGH ALM
6238,2024-05-02 17:23:30.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6239,2024-05-02 17:23:40.000000000,FIR123,H,FLW COND CW HIGH ALM
6240,2024-05-02 17:23:50.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6241,2024-05-02 17:24:00.000000000,FIR123,H,FLW COND CW HIGH ALM
6242,2024-05-02 17:24:20.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6243,2024-05-02 17:24:50.000000000,FIR123,H,FLW COND CW HIGH ALM
6244,2024-05-02 17:25:10.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6245,2024-05-02 17:25:50.000000000,FIR123,H,FLW COND CW HIGH ALM
6246,2024-05-02 17:26:40.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6247,2024-05-02 17:26:50.000000000,FIR123,H,FLW COND CW HIGH ALM
6248,2024-05-02 17:27:00.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6249,2024-05-02 17:27:10.000000000,FIR123,H,FLW COND CW HIGH ALM
6250,2024-05-02 17:27:50.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6251,2024-05-02 17:28:10.000000000,FIR123,H,FLW COND CW HIGH ALM
6252,2024-05-02 17:28:50.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6253,2024-05-02 17:29:00.000000000,FIR123,H,FLW COND CW HIGH ALM
6254,2024-05-02 17:29:10.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6255,2024-05-02 17:30:00.000000000,FIR123,H,FLW COND CW HIGH ALM
6256,2024-05-02 17:30:10.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6257,2024-05-02 17:30:30.000000000,FIR123,H,FLW COND CW HIGH ALM
6258,2024-05-02 17:30:40.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6259,2024-05-02 17:30:50.000000000,FIR123,H,FLW COND CW HIGH ALM
6260,2024-05-02 17:31:00.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6261,2024-05-02 17:31:10.000000000,FIR123,H,FLW COND CW HIGH ALM
6262,2024-05-02 17:31:30.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6263,2024-05-02 17:31:40.000000000,FIR123,H,FLW COND CW HIGH ALM
6264,2024-05-02 17:31:50.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6265,2024-05-02 17:32:20.000000000,FIR123,H,FLW COND CW HIGH ALM
6266,2024-05-02 17:32:50.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
6267,2024-05-02 17:33:10.000000000,FIR123,H,FLW COND CW HIGH ALM
6268,2024-05-02 17:33:30.000000000,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED
