,time,alarm_text
3669,2024-05-05 15:13:57,LT-2323: Vessel V-123 Liquid Level - Low-Low
3670,2024-05-05 15:18:51,PT-3838: Compressor C-138 Suction Pressure - Low
3671,2024-05-05 15:20:18,FT-4949: Vessel V-149 Flow Rate - High
3672,2024-05-05 15:20:26,LT-1111: Pump P-111 Liquid Level - High
3673,2024-05-05 15:23:56,TT-3232: Pump P-132 Outlet Temperature - Low
3674,2024-05-05 15:24:00,TT-2828: Heat Exchanger E-128 Inlet Temperature - Low
3675,2024-05-05 15:25:42,TT-4040: Heat Exchanger E-140 Outlet Temperature - High
3676,2024-05-05 15:30:35,TT-4040: Heat Exchanger E-140 Outlet Temperature - High
3677,2024-05-05 15:34:18,TT-4444: Pump P-144 Inlet Temperature - High
3678,2024-05-05 15:34:18,TT-1616: Pump P-116 Outlet Temperature - Low
3679,2024-05-05 15:34:18,TT-4848: Pump P-148 Outlet Temperature - Low
3680,2024-05-05 15:38:01,LT-4343: Vessel V-143 Liquid Level - Low
3681,2024-05-05 15:42:54,PT-1818: Compressor C-118 Discharge Pressure - High
3682,2024-05-05 15:43:41,PT-3030: Compressor C-130 Suction Pressure - High
3683,2024-05-05 15:45:52,PT-1414: Compressor C-114 Suction Pressure - Low
3684,2024-05-05 15:47:52,TT-3232: Pump P-132 Outlet Temperature - Low
3685,2024-05-05 15:48:07,LT-3131: Vessel V-131 Liquid Level - High-High
3686,2024-05-05 15:48:11,PT-3003: Pump P-103 Discharge Pressure - High-High
3687,2024-05-05 15:48:13,TT-3636: Pump P-136 Inlet Temperature - Low
3688,2024-05-05 15:50:57,FV-1001: Vessel V-101 Pressure - High
3689,2024-05-05 15:53:01,LT-1111: Pump P-111 Liquid Level - High
3690,2024-05-05 15:57:01,PT-3434: Compressor C-134 Discharge Pressure - Low-Low
3691,2024-05-05 15:59:17,LT-1919: Vessel V-119 Liquid Level - Low
3692,2024-05-05 16:02:15,TT-2020: Pump P-120 Inlet Temperature - High-High
3693,2024-05-05 16:06:25,PT-1414: Compressor C-114 Suction Pressure - Low
3694,2024-05-05 16:09:18,TT-3232: Pump P-132 Outlet Temperature - Low
3695,2024-05-05 16:10:35,PT-3003: Pump P-103 Discharge Pressure - High-High
3696,2024-05-05 16:12:57,TT-4444: Pump P-144 Inlet Temperature - High
3697,2024-05-05 16:12:57,TT-1616: Pump P-116 Outlet Temperature - Low
3698,2024-05-05 16:12:57,TT-4848: Pump P-148 Outlet Temperature - Low
3699,2024-05-05 16:14:52,LT-1111: Pump P-111 Liquid Level - High
3700,2024-05-05 16:17:03,FT-3333: Vessel V-133 Flow Rate - High
3701,2024-05-05 16:18:06,PT-6006: Compressor C-106 Suction Pressure - Low
3702,2024-05-05 16:21:36,LT-1919: Vessel V-119 Liquid Level - Low
3703,2024-05-05 16:22:21,FT-9009: Vessel V-109 Flow Rate - High
3704,2024-05-05 16:22:28,PT-2222: Compressor C-122 Suction Pressure - High
3705,2024-05-05 16:25:53,PT-4242: Compressor C-142 Discharge Pressure - High-High
3706,2024-05-05 16:29:19,FT-4141: Vessel V-141 Flow Rate - Low
3707,2024-05-05 16:32:08,PT-2222: Compressor C-122 Suction Pressure - High
3708,2024-05-05 16:35:28,LT-1515: Vessel V-115 Liquid Level - High-High
3709,2024-05-05 16:40:03,FT-2929: Vessel V-129 Flow Rate - Low-Low
3710,2024-05-05 16:40:57,PT-3003: Pump P-103 Discharge Pressure - High-High
3711,2024-05-05 16:43:03,FT-4141: Vessel V-141 Flow Rate - Low
3712,2024-05-05 16:43:41,FT-4545: Vessel V-145 Flow Rate - Low-Low
3713,2024-05-05 16:48:24,PT-5050: Compressor C-150 Discharge Pressure - Low-Low
3714,2024-05-05 16:52:29,TT-4040: Heat Exchanger E-140 Outlet Temperature - High
3715,2024-05-05 16:54:03,FT-2121: Vessel V-121 Flow Rate - Low
3716,2024-05-05 16:54:03,LT-1919: Vessel V-119 Liquid Level - Low
3717,2024-05-05 16:54:03,FT-3737: Vessel V-137 Flow Rate - High-High
3718,2024-05-05 16:57:39,LT-7007: Vessel V-107 Liquid Level - High-High
3719,2024-05-05 17:01:49,TT-2424: Pump P-124 Outlet Temperature - High
3720,2024-05-05 17:06:43,FT-3333: Vessel V-133 Flow Rate - High
3721,2024-05-05 17:07:36,LT-1111: Pump P-111 Liquid Level - High
3722,2024-05-05 17:11:22,TT-8008: Pump P-108 Inlet Temperature - Low
3723,2024-05-05 17:16:04,TT-1212: Heat Exchanger E-112 Inlet Temperature - Low
3724,2024-05-05 17:16:04,TT-2828: Heat Exchanger E-128 Inlet Temperature - Low
3725,2024-05-05 17:16:04,TT-4004: Heat Exchanger E-104 Outlet Temperature - High
3726,2024-05-05 17:18:53,TT-1212: Heat Exchanger E-112 Inlet Temperature - Low
3727,2024-05-05 17:18:53,TT-2828: Heat Exchanger E-128 Inlet Temperature - Low
3728,2024-05-05 17:18:53,TT-4004: Heat Exchanger E-104 Outlet Temperature - High
3729,2024-05-05 17:23:23,FT-2121: Vessel V-121 Flow Rate - Low
3730,2024-05-05 17:23:23,LT-1919: Vessel V-119 Liquid Level - Low
3731,2024-05-05 17:23:23,FT-3737: Vessel V-137 Flow Rate - High-High
3732,2024-05-05 17:25:13,FT-2121: Vessel V-121 Flow Rate - Low
3733,2024-05-05 17:25:13,LT-1919: Vessel V-119 Liquid Level - Low
3734,2024-05-05 17:25:13,FT-3737: Vessel V-137 Flow Rate - High-High
3735,2024-05-05 17:29:20,FT-2525: Vessel V-125 Flow Rate - High-High
3736,2024-05-05 17:31:50,TT-4040: Heat Exchanger E-140 Outlet Temperature - High
3737,2024-05-05 17:36:25,FT-5005: Vessel V-105 Flow Rate - Low-Low
3738,2024-05-05 17:39:00,TT-4040: Heat Exchanger E-140 Outlet Temperature - High
3739,2024-05-05 17:40:22,FT-3333: Vessel V-133 Flow Rate - High
3740,2024-05-05 17:41:12,PT-4646: Compressor C-146 Suction Pressure - High
3741,2024-05-05 17:44:46,PT-5050: Compressor C-150 Discharge Pressure - Low-Low
3742,2024-05-05 17:45:06,PT-4242: Compressor C-142 Discharge Pressure - High-High
3743,2024-05-05 17:48:37,LT-4747: Vessel V-147 Liquid Level - High-High
3744,2024-05-05 17:49:59,FT-4545: Vessel V-145 Flow Rate - Low-Low
3745,2024-05-05 17:50:07,FT-5005: Vessel V-105 Flow Rate - Low-Low
3746,2024-05-05 17:53:27,PT-4646: Compressor C-146 Suction Pressure - High
3747,2024-05-05 17:56:58,FT-5005: Vessel V-105 Flow Rate - Low-Low
3748,2024-05-05 17:58:37,FV-1001: Vessel V-101 Pressure - High
3749,2024-05-05 18:00:35,FT-3333: Vessel V-133 Flow Rate - High
3750,2024-05-05 18:04:40,TT-1212: Heat Exchanger E-112 Inlet Temperature - Low
3751,2024-05-05 18:08:25,PT-5050: Compressor C-150 Discharge Pressure - Low-Low
3752,2024-05-05 18:11:50,PT-4242: Compressor C-142 Discharge Pressure - High-High
3753,2024-05-05 18:12:29,LT-7007: Vessel V-107 Liquid Level - High-High
3754,2024-05-05 18:12:29,FV-1001: Vessel V-101 Pressure - High
3755,2024-05-05 18:12:29,LT-3939: Vessel V-139 Liquid Level - Low-Low
3756,2024-05-05 18:14:47,PT-1010: Compressor C-110 Discharge Pressure - Low-Low
3757,2024-05-05 18:18:10,TT-3232: Pump P-132 Outlet Temperature - Low
3758,2024-05-05 18:22:10,TT-2020: Pump P-120 Inlet Temperature - High-High
3759,2024-05-05 18:22:16,FT-4141: Vessel V-141 Flow Rate - Low
3760,2024-05-05 18:23:33,PT-1010: Compressor C-110 Discharge Pressure - Low-Low
3761,2024-05-05 18:26:39,FT-2525: Vessel V-125 Flow Rate - High-High
3762,2024-05-05 18:29:09,LT-7007: Vessel V-107 Liquid Level - High-High
3763,2024-05-05 18:29:09,FV-1001: Vessel V-101 Pressure - High
3764,2024-05-05 18:29:09,LT-3939: Vessel V-139 Liquid Level - Low-Low
3765,2024-05-05 18:30:10,LT-7007: Vessel V-107 Liquid Level - High-High
3766,2024-05-05 18:30:10,FV-1001: Vessel V-101 Pressure - High
3767,2024-05-05 18:30:10,LT-3939: Vessel V-139 Liquid Level - Low-Low
3768,2024-05-05 18:30:58,PT-1818: Compressor C-118 Discharge Pressure - High
3769,2024-05-05 18:32:19,PT-3030: Compressor C-130 Suction Pressure - High
3770,2024-05-05 18:33:07,FT-2929: Vessel V-129 Flow Rate - Low-Low
3771,2024-05-05 18:35:09,PT-6006: Compressor C-106 Suction Pressure - Low
3772,2024-05-05 18:36:33,FT-2121: Vessel V-121 Flow Rate - Low
3773,2024-05-05 18:36:33,LT-1919: Vessel V-119 Liquid Level - Low
3774,2024-05-05 18:36:33,FT-3737: Vessel V-137 Flow Rate - High-High
3775,2024-05-05 18:37:05,LT-2323: Vessel V-123 Liquid Level - Low-Low
3776,2024-05-05 18:38:24,FT-2121: Vessel V-121 Flow Rate - Low
3777,2024-05-05 18:38:24,LT-1919: Vessel V-119 Liquid Level - Low
3778,2024-05-05 18:38:24,FT-3737: Vessel V-137 Flow Rate - High-High
3779,2024-05-05 18:39:51,FT-4949: Vessel V-149 Flow Rate - High
3780,2024-05-05 18:42:29,PT-5050: Compressor C-150 Discharge Pressure - Low-Low
3781,2024-05-05 18:47:03,TT-1212: Heat Exchanger E-112 Inlet Temperature - Low
3782,2024-05-05 18:47:03,TT-2828: Heat Exchanger E-128 Inlet Temperature - Low
3783,2024-05-05 18:47:03,TT-4004: Heat Exchanger E-104 Outlet Temperature - High
3784,2024-05-05 18:50:06,TT-2020: Pump P-120 Inlet Temperature - High-High
3785,2024-05-05 18:50:23,LT-7007: Vessel V-107 Liquid Level - High-High
3786,2024-05-05 18:50:23,FV-1001: Vessel V-101 Pressure - High
3787,2024-05-05 18:50:23,LT-3939: Vessel V-139 Liquid Level - Low-Low
3788,2024-05-05 18:53:05,LT-7007: Vessel V-107 Liquid Level - High-High
3789,2024-05-05 18:53:05,FV-1001: Vessel V-101 Pressure - High
3790,2024-05-05 18:53:05,LT-3939: Vessel V-139 Liquid Level - Low-Low
3791,2024-05-05 18:53:27,LT-4343: Vessel V-143 Liquid Level - Low
3792,2024-05-05 18:54:09,TT-4040: Heat Exchanger E-140 Outlet Temperature - High
3793,2024-05-05 18:54:41,PT-5050: Compressor C-150 Discharge Pressure - Low-Low
3794,2024-05-05 18:56:27,FT-1313: Vessel V-113 Flow Rate - High-High
3795,2024-05-05 18:57:00,FT-2929: Vessel V-129 Flow Rate - Low-Low
3796,2024-05-05 19:01:31,LT-3535: Vessel V-135 Liquid Level - High
3797,2024-05-05 19:01:45,TT-4444: Pump P-144 Inlet Temperature - High
3798,2024-05-05 19:01:45,TT-1616: Pump P-116 Outlet Temperature - Low
3799,2024-05-05 19:01:45,TT-4848: Pump P-148 Outlet Temperature - Low
3800,2024-05-05 19:05:45,LT-3535: Vessel V-135 Liquid Level - High
3801,2024-05-05 19:08:26,PT-3838: Compressor C-138 Suction Pressure - Low
3802,2024-05-05 19:12:09,FT-2929: Vessel V-129 Flow Rate - Low-Low
3803,2024-05-05 19:13:50,FT-4949: Vessel V-149 Flow Rate - High
3804,2024-05-05 19:16:44,FT-4141: Vessel V-141 Flow Rate - Low
3805,2024-05-05 19:19:37,FT-9009: Vessel V-109 Flow Rate - High
3806,2024-05-05 19:21:25,LT-3535: Vessel V-135 Liquid Level - High
3807,2024-05-05 19:21:51,LT-2727: Vessel V-127 Liquid Level - High
3808,2024-05-05 19:24:09,PT-2626: Compressor C-126 Discharge Pressure - Low
3809,2024-05-05 19:26:18,PT-2222: Compressor C-122 Suction Pressure - High
3810,2024-05-05 19:26:50,PT-3030: Compressor C-130 Suction Pressure - High
3811,2024-05-05 19:31:08,TT-1212: Heat Exchanger E-112 Inlet Temperature - Low
3812,2024-05-05 19:31:08,TT-2828: Heat Exchanger E-128 Inlet Temperature - Low
3813,2024-05-05 19:31:08,TT-4004: Heat Exchanger E-104 Outlet Temperature - High
3814,2024-05-05 19:34:33,LT-2727: Vessel V-127 Liquid Level - High
3815,2024-05-05 19:39:14,FT-4141: Vessel V-141 Flow Rate - Low
3816,2024-05-05 19:40:45,FT-9009: Vessel V-109 Flow Rate - High
3817,2024-05-05 19:44:26,PT-1414: Compressor C-114 Suction Pressure - Low
3818,2024-05-05 19:44:26,PT-2626: Compressor C-126 Discharge Pressure - Low
3819,2024-05-05 19:44:26,PT-2222: Compressor C-122 Suction Pressure - High
3820,2024-05-05 19:44:33,PT-4242: Compressor C-142 Discharge Pressure - High-High
3821,2024-05-05 19:47:00,TT-4040: Heat Exchanger E-140 Outlet Temperature - High
3822,2024-05-05 19:48:17,FT-4545: Vessel V-145 Flow Rate - Low-Low
3823,2024-05-05 19:49:37,TT-1616: Pump P-116 Outlet Temperature - Low
3824,2024-05-05 19:53:33,TT-4444: Pump P-144 Inlet Temperature - High
3825,2024-05-05 19:53:33,TT-1616: Pump P-116 Outlet Temperature - Low
3826,2024-05-05 19:53:33,TT-4848: Pump P-148 Outlet Temperature - Low
3827,2024-05-05 19:53:35,LT-3131: Vessel V-131 Liquid Level - High-High
3828,2024-05-05 19:54:07,LT-3535: Vessel V-135 Liquid Level - High
3829,2024-05-05 19:54:29,TT-2020: Pump P-120 Inlet Temperature - High-High
3830,2024-05-05 19:57:09,TT-1616: Pump P-116 Outlet Temperature - Low
3831,2024-05-05 20:00:35,FT-2525: Vessel V-125 Flow Rate - High-High
3832,2024-05-05 20:05:19,PT-4242: Compressor C-142 Discharge Pressure - High-High
3833,2024-05-05 20:08:56,FT-4141: Vessel V-141 Flow Rate - Low
3834,2024-05-05 20:09:46,FT-4949: Vessel V-149 Flow Rate - High
3835,2024-05-05 20:14:05,FT-4141: Vessel V-141 Flow Rate - Low
3836,2024-05-05 20:14:51,LT-4747: Vessel V-147 Liquid Level - High-High
3837,2024-05-05 20:16:02,TT-2828: Heat Exchanger E-128 Inlet Temperature - Low
3838,2024-05-05 20:20:58,TT-3232: Pump P-132 Outlet Temperature - Low
3839,2024-05-05 20:23:26,TT-1212: Heat Exchanger E-112 Inlet Temperature - Low
3840,2024-05-05 20:23:26,TT-2828: Heat Exchanger E-128 Inlet Temperature - Low
3841,2024-05-05 20:23:26,TT-4004: Heat Exchanger E-104 Outlet Temperature - High
3842,2024-05-05 20:25:03,PT-1818: Compressor C-118 Discharge Pressure - High
3843,2024-05-05 20:26:55,TT-3232: Pump P-132 Outlet Temperature - Low
3844,2024-05-05 20:29:30,LT-3131: Vessel V-131 Liquid Level - High-High
3845,2024-05-05 20:32:00,FV-1001: Vessel V-101 Pressure - High
3846,2024-05-05 20:32:39,LT-2323: Vessel V-123 Liquid Level - Low-Low
3847,2024-05-05 20:35:04,PT-1818: Compressor C-118 Discharge Pressure - High
3848,2024-05-05 20:37:16,FT-2525: Vessel V-125 Flow Rate - High-High
3849,2024-05-05 20:41:00,FT-2929: Vessel V-129 Flow Rate - Low-Low
3850,2024-05-05 20:41:46,LT-1919: Vessel V-119 Liquid Level - Low
3851,2024-05-05 20:45:05,PT-1414: Compressor C-114 Suction Pressure - Low
3852,2024-05-05 20:45:05,PT-2626: Compressor C-126 Discharge Pressure - Low
3853,2024-05-05 20:45:05,PT-2222: Compressor C-122 Suction Pressure - High
3854,2024-05-05 20:45:30,LT-3131: Vessel V-131 Liquid Level - High-High
3855,2024-05-05 20:48:34,FT-1313: Vessel V-113 Flow Rate - High-High
3856,2024-05-05 20:49:12,PT-1414: Compressor C-114 Suction Pressure - Low
3857,2024-05-05 20:49:12,PT-2626: Compressor C-126 Discharge Pressure - Low
3858,2024-05-05 20:49:12,PT-2222: Compressor C-122 Suction Pressure - High
3859,2024-05-05 20:53:21,PT-2222: Compressor C-122 Suction Pressure - High
3860,2024-05-05 20:57:01,LT-2002: Compressor C-102 Liquid Level - Low
3861,2024-05-05 21:00:42,LT-7007: Vessel V-107 Liquid Level - High-High
3862,2024-05-05 21:00:42,FV-1001: Vessel V-101 Pressure - High
3863,2024-05-05 21:00:42,LT-3939: Vessel V-139 Liquid Level - Low-Low
3864,2024-05-05 21:02:27,TT-1212: Heat Exchanger E-112 Inlet Temperature - Low
3865,2024-05-05 21:02:27,TT-2828: Heat Exchanger E-128 Inlet Temperature - Low
3866,2024-05-05 21:02:27,TT-4004: Heat Exchanger E-104 Outlet Temperature - High
3867,2024-05-05 21:05:06,FV-1001: Vessel V-101 Pressure - High
3868,2024-05-05 21:05:13,PT-1010: Compressor C-110 Discharge Pressure - Low-Low
3869,2024-05-05 21:07:24,PT-4242: Compressor C-142 Discharge Pressure - High-High
3870,2024-05-05 21:11:35,TT-3232: Pump P-132 Outlet Temperature - Low
3871,2024-05-05 21:13:16,FT-3737: Vessel V-137 Flow Rate - High-High
3872,2024-05-05 21:15:54,TT-4004: Heat Exchanger E-104 Outlet Temperature - High
3873,2024-05-05 21:18:59,TT-3636: Pump P-136 Inlet Temperature - Low
3874,2024-05-05 21:20:51,TT-1212: Heat Exchanger E-112 Inlet Temperature - Low
3875,2024-05-05 21:20:51,TT-2828: Heat Exchanger E-128 Inlet Temperature - Low
3876,2024-05-05 21:20:51,TT-4004: Heat Exchanger E-104 Outlet Temperature - High
3877,2024-05-05 21:21:07,PT-1414: Compressor C-114 Suction Pressure - Low
3878,2024-05-05 21:21:07,PT-2626: Compressor C-126 Discharge Pressure - Low
3879,2024-05-05 21:21:07,PT-2222: Compressor C-122 Suction Pressure - High
3880,2024-05-05 21:24:12,LT-4343: Vessel V-143 Liquid Level - Low
3881,2024-05-05 21:26:50,TT-3232: Pump P-132 Outlet Temperature - Low
3882,2024-05-05 21:28:08,FT-3333: Vessel V-133 Flow Rate - High
3883,2024-05-05 21:28:34,LT-2323: Vessel V-123 Liquid Level - Low-Low
3884,2024-05-05 21:28:49,TT-1212: Heat Exchanger E-112 Inlet Temperature - Low
3885,2024-05-05 21:28:49,TT-2828: Heat Exchanger E-128 Inlet Temperature - Low
3886,2024-05-05 21:28:49,TT-4004: Heat Exchanger E-104 Outlet Temperature - High
3887,2024-05-05 21:29:30,LT-4343: Vessel V-143 Liquid Level - Low
3888,2024-05-05 21:32:45,TT-2424: Pump P-124 Outlet Temperature - High
3889,2024-05-05 21:35:23,FT-9009: Vessel V-109 Flow Rate - High
3890,2024-05-05 21:38:30,LT-3535: Vessel V-135 Liquid Level - High
3891,2024-05-05 21:39:22,TT-1212: Heat Exchanger E-112 Inlet Temperature - Low
3892,2024-05-05 21:42:50,PT-4242: Compressor C-142 Discharge Pressure - High-High
3893,2024-05-05 21:43:48,FT-3333: Vessel V-133 Flow Rate - High
3894,2024-05-05 21:46:21,TT-3232: Pump P-132 Outlet Temperature - Low
3895,2024-05-05 21:49:09,PT-4646: Compressor C-146 Suction Pressure - High
3896,2024-05-05 21:53:22,PT-4646: Compressor C-146 Suction Pressure - High
3897,2024-05-05 21:57:22,TT-4444: Pump P-144 Inlet Temperature - High
3898,2024-05-05 21:57:22,TT-1616: Pump P-116 Outlet Temperature - Low
3899,2024-05-05 21:57:22,TT-4848: Pump P-148 Outlet Temperature - Low
3900,2024-05-05 22:02:02,PT-3030: Compressor C-130 Suction Pressure - High
3901,2024-05-05 22:04:48,TT-3232: Pump P-132 Outlet Temperature - Low
3902,2024-05-05 22:09:32,FT-2121: Vessel V-121 Flow Rate - Low
3903,2024-05-05 22:09:32,LT-1919: Vessel V-119 Liquid Level - Low
3904,2024-05-05 22:09:32,FT-3737: Vessel V-137 Flow Rate - High-High
3905,2024-05-05 22:13:16,LT-1919: Vessel V-119 Liquid Level - Low
3906,2024-05-05 22:14:08,FT-9009: Vessel V-109 Flow Rate - High
3907,2024-05-05 22:16:19,TT-4444: Pump P-144 Inlet Temperature - High
3908,2024-05-05 22:16:19,TT-1616: Pump P-116 Outlet Temperature - Low
3909,2024-05-05 22:16:19,TT-4848: Pump P-148 Outlet Temperature - Low
3910,2024-05-05 22:16:36,PT-4242: Compressor C-142 Discharge Pressure - High-High
3911,2024-05-05 22:20:16,TT-8008: Pump P-108 Inlet Temperature - Low
3912,2024-05-05 22:20:28,PT-1010: Compressor C-110 Discharge Pressure - Low-Low
3913,2024-05-05 22:23:24,PT-1010: Compressor C-110 Discharge Pressure - Low-Low
3914,2024-05-05 22:26:01,TT-1616: Pump P-116 Outlet Temperature - Low
3915,2024-05-05 22:30:42,PT-3838: Compressor C-138 Suction Pressure - Low
3916,2024-05-05 22:32:23,FT-5005: Vessel V-105 Flow Rate - Low-Low
3917,2024-05-05 22:35:18,PT-4242: Compressor C-142 Discharge Pressure - High-High
3918,2024-05-05 22:40:05,LT-2323: Vessel V-123 Liquid Level - Low-Low
3919,2024-05-05 22:40:29,LT-3131: Vessel V-131 Liquid Level - High-High
3920,2024-05-05 22:43:28,PT-4242: Compressor C-142 Discharge Pressure - High-High
3921,2024-05-05 22:45:23,FT-4949: Vessel V-149 Flow Rate - High
3922,2024-05-05 22:48:54,FT-2929: Vessel V-129 Flow Rate - Low-Low
3923,2024-05-05 22:51:14,LT-1111: Pump P-111 Liquid Level - High
3924,2024-05-05 22:51:38,LT-3131: Vessel V-131 Liquid Level - High-High
3925,2024-05-05 22:52:41,LT-2002: Compressor C-102 Liquid Level - Low
3926,2024-05-05 22:56:46,LT-1919: Vessel V-119 Liquid Level - Low
3927,2024-05-05 23:00:58,PT-1818: Compressor C-118 Discharge Pressure - High
3928,2024-05-05 23:05:42,LT-3535: Vessel V-135 Liquid Level - High
3929,2024-05-05 23:09:25,FT-5005: Vessel V-105 Flow Rate - Low-Low
3930,2024-05-05 23:11:45,TT-8008: Pump P-108 Inlet Temperature - Low
3931,2024-05-05 23:16:17,TT-4444: Pump P-144 Inlet Temperature - High
3932,2024-05-05 23:16:17,TT-1616: Pump P-116 Outlet Temperature - Low
3933,2024-05-05 23:16:17,TT-4848: Pump P-148 Outlet Temperature - Low
3934,2024-05-05 23:20:24,TT-3636: Pump P-136 Inlet Temperature - Low
3935,2024-05-05 23:23:22,PT-4242: Compressor C-142 Discharge Pressure - High-High
3936,2024-05-05 23:27:29,PT-1818: Compressor C-118 Discharge Pressure - High
3937,2024-05-05 23:30:08,TT-4444: Pump P-144 Inlet Temperature - High
3938,2024-05-05 23:30:08,TT-1616: Pump P-116 Outlet Temperature - Low
3939,2024-05-05 23:30:08,TT-4848: Pump P-148 Outlet Temperature - Low
3940,2024-05-05 23:30:28,LT-4747: Vessel V-147 Liquid Level - High-High
3941,2024-05-05 23:35:11,TT-8008: Pump P-108 Inlet Temperature - Low
3942,2024-05-05 23:38:14,TT-4444: Pump P-144 Inlet Temperature - High
3943,2024-05-05 23:38:14,TT-1616: Pump P-116 Outlet Temperature - Low
3944,2024-05-05 23:38:14,TT-4848: Pump P-148 Outlet Temperature - Low
3945,2024-05-05 23:42:37,LT-1111: Pump P-111 Liquid Level - High
3946,2024-05-05 23:44:51,LT-3535: Vessel V-135 Liquid Level - High
3947,2024-05-05 23:49:10,PT-5050: Compressor C-150 Discharge Pressure - Low-Low
3948,2024-05-05 23:49:11,PT-1414: Compressor C-114 Suction Pressure - Low
3949,2024-05-05 23:50:48,FT-5005: Vessel V-105 Flow Rate - Low-Low
3950,2024-05-05 23:54:28,FT-5005: Vessel V-105 Flow Rate - Low-Low
3951,2024-05-05 23:57:30,FT-4545: Vessel V-145 Flow Rate - Low-Low
3952,2024-05-05 23:58:20,LT-3131: Vessel V-131 Liquid Level - High-High
3953,2024-05-06 00:02:27,FT-2121: Vessel V-121 Flow Rate - Low
3954,2024-05-06 00:02:27,LT-1919: Vessel V-119 Liquid Level - Low
3955,2024-05-06 00:02:27,FT-3737: Vessel V-137 Flow Rate - High-High
3956,2024-05-06 00:04:07,TT-1212: Heat Exchanger E-112 Inlet Temperature - Low
3957,2024-05-06 00:08:56,FT-4545: Vessel V-145 Flow Rate - Low-Low
3958,2024-05-06 00:11:05,FT-1717: Vessel V-117 Flow Rate - Low-Low
3959,2024-05-06 00:14:17,TT-4444: Pump P-144 Inlet Temperature - High
3960,2024-05-06 00:14:17,TT-1616: Pump P-116 Outlet Temperature - Low
3961,2024-05-06 00:14:17,TT-4848: Pump P-148 Outlet Temperature - Low
3962,2024-05-06 00:15:48,TT-1212: Heat Exchanger E-112 Inlet Temperature - Low
3963,2024-05-06 00:15:48,TT-2828: Heat Exchanger E-128 Inlet Temperature - Low
3964,2024-05-06 00:15:48,TT-4004: Heat Exchanger E-104 Outlet Temperature - High
3965,2024-05-06 00:20:40,TT-1212: Heat Exchanger E-112 Inlet Temperature - Low
3966,2024-05-06 00:20:40,TT-2828: Heat Exchanger E-128 Inlet Temperature - Low
3967,2024-05-06 00:20:40,TT-4004: Heat Exchanger E-104 Outlet Temperature - High
3968,2024-05-06 00:23:34,LT-2727: Vessel V-127 Liquid Level - High
3969,2024-05-06 00:25:40,TT-2828: Heat Exchanger E-128 Inlet Temperature - Low
3970,2024-05-06 00:26:07,FT-4545: Vessel V-145 Flow Rate - Low-Low
3971,2024-05-06 00:30:05,PT-4242: Compressor C-142 Discharge Pressure - High-High
3972,2024-05-06 00:34:04,FT-4949: Vessel V-149 Flow Rate - High
3973,2024-05-06 00:37:39,FV-1001: Vessel V-101 Pressure - High
3974,2024-05-06 00:39:12,PT-5050: Compressor C-150 Discharge Pressure - Low-Low
3975,2024-05-06 00:42:14,FT-2121: Vessel V-121 Flow Rate - Low
3976,2024-05-06 00:42:14,LT-1919: Vessel V-119 Liquid Level - Low
3977,2024-05-06 00:42:14,FT-3737: Vessel V-137 Flow Rate - High-High
3978,2024-05-06 00:46:49,PT-3838: Compressor C-138 Suction Pressure - Low
3979,2024-05-06 00:51:42,PT-4242: Compressor C-142 Discharge Pressure - High-High
3980,2024-05-06 00:53:38,PT-1818: Compressor C-118 Discharge Pressure - High
3981,2024-05-06 00:57:53,LT-2323: Vessel V-123 Liquid Level - Low-Low
3982,2024-05-06 00:58:00,PT-5050: Compressor C-150 Discharge Pressure - Low-Low
3983,2024-05-06 00:58:43,LT-3535: Vessel V-135 Liquid Level - High
3984,2024-05-06 01:02:43,LT-3535: Vessel V-135 Liquid Level - High
3985,2024-05-06 01:05:54,FT-3333: Vessel V-133 Flow Rate - High
3986,2024-05-06 01:09:48,LT-2002: Compressor C-102 Liquid Level - Low
3987,2024-05-06 01:10:20,FT-2525: Vessel V-125 Flow Rate - High-High
3988,2024-05-06 01:13:28,LT-1111: Pump P-111 Liquid Level - High
3989,2024-05-06 01:15:13,FT-2121: Vessel V-121 Flow Rate - Low
3990,2024-05-06 01:15:13,LT-1919: Vessel V-119 Liquid Level - Low
3991,2024-05-06 01:15:13,FT-3737: Vessel V-137 Flow Rate - High-High
3992,2024-05-06 01:15:23,PT-4242: Compressor C-142 Discharge Pressure - High-High
3993,2024-05-06 01:18:37,FT-5005: Vessel V-105 Flow Rate - Low-Low
3994,2024-05-06 01:20:12,PT-1010: Compressor C-110 Discharge Pressure - Low-Low
3995,2024-05-06 01:23:06,FT-3333: Vessel V-133 Flow Rate - High
3996,2024-05-06 01:26:59,PT-6006: Compressor C-106 Suction Pressure - Low
3997,2024-05-06 01:29:46,TT-4040: Heat Exchanger E-140 Outlet Temperature - High
3998,2024-05-06 01:34:39,TT-4444: Pump P-144 Inlet Temperature - High
3999,2024-05-06 01:34:39,TT-1616: Pump P-116 Outlet Temperature - Low
4000,2024-05-06 01:34:39,TT-4848: Pump P-148 Outlet Temperature - Low
4001,2024-05-06 01:35:01,FT-4949: Vessel V-149 Flow Rate - High
4002,2024-05-06 01:37:35,FT-2121: Vessel V-121 Flow Rate - Low
4003,2024-05-06 01:37:35,LT-1919: Vessel V-119 Liquid Level - Low
4004,2024-05-06 01:37:35,FT-3737: Vessel V-137 Flow Rate - High-High
